Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Indiana Pacers,San Antonio Spurs,100,106,0,2014-11-26,8:30 PM,"AT&T Center, San Antonio, Texas",40,87,0.46,10,21,0.47600000000000003,10,18,0.556,7,29,36,23,9,1,12,23,0.527,0.517,0.24100000000000002,0.207,15.9,78.4,44.4,57.5,9.4,1.7,11.2,104.6,110.9,2014-15,0,0
Denver Nuggets,Phoenix Suns,112,120,0,2014-11-26,9:00 PM,"US Airways Center, Phoenix, Arizona",39,90,0.433,8,25,0.32,26,34,0.765,20,27,47,19,10,4,17,22,0.534,0.478,0.278,0.37799999999999995,41.7,67.5,53.4,48.7,10.2,6.3,13.9,114.7,122.9,2014-15,0,0
Utah Jazz,Oklahoma City Thunder,82,97,0,2014-11-26,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",31,70,0.44299999999999995,3,16,0.188,17,28,0.607,8,30,38,11,9,2,19,16,0.498,0.46399999999999997,0.22899999999999998,0.4,19.5,71.4,45.8,35.5,9.9,3.5,18.8,90.2,106.6,2014-15,0,0
Washington Wizards,Cleveland Cavaliers,87,113,0,2014-11-26,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",33,71,0.465,5,13,0.385,16,22,0.727,7,19,26,24,5,5,18,28,0.539,0.5,0.183,0.31,21.9,73.1,44.8,72.7,5.7,9.3,18.2,98.5,127.9,2014-15,0,0
Sacramento Kings,Houston Rockets,89,102,0,2014-11-26,8:00 PM,"Toyota Center, Houston, Texas",31,71,0.43700000000000006,5,16,0.313,22,28,0.7859999999999999,10,38,48,16,2,8,20,19,0.534,0.47200000000000003,0.225,0.39399999999999996,26.3,74.5,53.9,51.6,2.2,13.6,19.4,98.5,112.9,2014-15,0,0
New York Knicks,Dallas Mavericks,102,109,0,2014-11-26,7:30 PM,"American Airlines Center, Dallas, Texas",39,92,0.424,14,28,0.5,10,16,0.625,15,38,53,21,7,3,21,32,0.515,0.5,0.304,0.174,29.4,65.5,48.6,53.8,6.9,4.7,17.5,100.5,107.4,2014-15,0,0
Charlotte Hornets,Portland Trail Blazers,97,105,0,2014-11-26,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",41,94,0.436,5,15,0.33299999999999996,10,15,0.667,10,37,47,29,3,5,6,20,0.48200000000000004,0.46299999999999997,0.16,0.16,20.0,78.7,48.5,70.7,3.1,7.7,5.6,101.8,110.2,2014-15,0,1
Detroit Pistons,Los Angeles Clippers,98,104,0,2014-11-26,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",35,78,0.449,10,27,0.37,18,24,0.75,12,26,38,18,8,4,15,17,0.5529999999999999,0.513,0.34600000000000003,0.308,28.6,74.3,49.4,51.4,8.9,8.0,14.5,109.6,116.3,2014-15,0,1
Atlanta Hawks,Toronto Raptors,115,126,0,2014-11-26,7:30 PM,"Philips Arena, Atlanta, Georgia",42,82,0.512,10,24,0.41700000000000004,21,24,0.875,9,23,32,31,2,4,13,24,0.621,0.573,0.293,0.293,26.5,67.6,47.1,73.8,2.2,7.5,12.3,123.9,135.8,2014-15,0,1
Philadelphia 76ers,Brooklyn Nets,91,99,0,2014-11-26,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",34,85,0.4,9,24,0.375,14,17,0.8240000000000001,13,29,42,23,11,5,20,24,0.49200000000000005,0.45299999999999996,0.282,0.2,26.5,87.9,51.2,67.6,11.1,10.6,17.8,91.5,99.6,2014-15,0,1
Orlando Magic,Golden State Warriors,96,111,0,2014-11-26,7:00 PM,"Amway Center, Orlando, Florida",36,87,0.414,6,20,0.3,18,24,0.75,12,34,46,21,8,1,14,18,0.49200000000000005,0.44799999999999995,0.23,0.276,23.5,81.0,49.5,58.3,8.1,1.7,12.5,97.5,112.7,2014-15,0,1
Minnesota Timberwolves,Milwaukee Bucks,86,103,0,2014-11-26,8:00 PM,"Target Center, Minneapolis, Minnesota",31,81,0.38299999999999995,3,14,0.214,21,34,0.618,14,24,38,19,11,6,19,22,0.44799999999999995,0.401,0.17300000000000001,0.42,31.8,64.9,46.9,61.3,11.6,8.7,16.5,90.9,108.8,2014-15,0,1
Los Angeles Lakers,Memphis Grizzlies,93,99,0,2014-11-26,10:30 PM,"STAPLES Center, Los Angeles, California",33,81,0.40700000000000003,8,19,0.42100000000000004,19,24,0.792,12,30,42,16,6,9,11,18,0.508,0.457,0.235,0.29600000000000004,25.5,75.0,48.3,48.5,6.6,15.5,10.7,102.9,109.6,2014-15,0,1
Golden State Warriors,Charlotte Hornets,106,101,1,2014-11-28,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",42,99,0.424,7,26,0.26899999999999996,15,16,0.938,16,30,46,28,7,8,12,26,0.5,0.46,0.263,0.162,30.8,78.9,51.1,66.7,7.1,11.8,10.2,107.7,102.6,2014-15,0,0
Los Angeles Clippers,Houston Rockets,102,85,1,2014-11-28,8:00 PM,"Toyota Center, Houston, Texas",38,81,0.469,9,25,0.36,17,22,0.773,8,37,45,23,8,4,10,18,0.562,0.525,0.309,0.272,20.0,82.2,52.9,60.5,8.7,8.9,9.9,111.4,92.9,2014-15,0,0
Dallas Mavericks,Toronto Raptors,106,102,1,2014-11-28,7:30 PM,"Air Canada Centre, Toronto, Canada",40,86,0.465,11,26,0.423,15,22,0.682,6,31,37,27,7,9,8,17,0.5539999999999999,0.529,0.302,0.256,13.0,67.4,40.2,67.5,7.3,15.5,7.7,110.3,106.1,2014-15,0,0
Milwaukee Bucks,Detroit Pistons,104,88,1,2014-11-28,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,77,0.506,13,29,0.44799999999999995,13,16,0.813,10,34,44,30,9,6,19,20,0.619,0.591,0.377,0.20800000000000002,28.6,70.8,53.0,76.9,9.9,10.0,18.4,114.0,96.4,2014-15,0,0
Chicago Bulls,Boston Celtics,109,102,1,2014-11-28,1:00 PM,"TD Garden, Boston, Massachusetts",37,90,0.41100000000000003,5,17,0.294,30,37,0.8109999999999999,18,34,52,18,5,13,13,21,0.513,0.439,0.18899999999999997,0.41100000000000003,37.5,73.9,55.3,48.6,5.1,18.6,10.9,110.2,103.1,2014-15,0,0
Memphis Grizzlies,Portland Trail Blazers,112,99,1,2014-11-28,10:00 PM,"Moda Center, Portland, Oregon",45,84,0.536,6,13,0.462,16,26,0.615,8,38,46,28,7,4,9,14,0.5870000000000001,0.5710000000000001,0.155,0.31,21.1,71.7,50.5,62.2,7.4,5.8,8.6,119.0,105.2,2014-15,0,0
Minnesota Timberwolves,Los Angeles Lakers,120,119,1,2014-11-28,10:30 PM,"STAPLES Center, Los Angeles, California",45,79,0.57,10,18,0.556,20,24,0.833,6,25,31,37,8,1,18,20,0.67,0.633,0.228,0.304,20.7,67.6,47.0,82.2,8.1,1.5,16.7,122.0,121.0,2014-15,0,0
San Antonio Spurs,Sacramento Kings,112,104,1,2014-11-28,8:30 PM,"AT&T Center, San Antonio, Texas",42,82,0.512,12,24,0.5,16,20,0.8,4,29,33,29,8,9,6,19,0.617,0.585,0.293,0.244,9.5,78.4,41.8,69.0,8.8,13.8,6.2,122.6,113.8,2014-15,0,1
Denver Nuggets,Phoenix Suns,122,97,1,2014-11-28,9:00 PM,"Pepsi Center, Denver, Colorado",41,88,0.466,8,21,0.381,32,36,0.889,16,42,58,20,10,3,18,27,0.5870000000000001,0.511,0.239,0.409,39.0,82.4,63.0,48.8,9.9,4.8,14.8,120.5,95.8,2014-15,0,1
Atlanta Hawks,New Orleans Pelicans,100,91,1,2014-11-28,7:30 PM,"Philips Arena, Atlanta, Georgia",38,76,0.5,5,17,0.294,19,22,0.8640000000000001,11,31,42,26,6,7,18,14,0.584,0.5329999999999999,0.22399999999999998,0.289,29.7,66.0,50.0,68.4,6.7,10.8,17.4,111.9,101.8,2014-15,0,1
Oklahoma City Thunder,New York Knicks,105,78,1,2014-11-28,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",38,86,0.442,10,24,0.41700000000000004,19,23,0.826,18,39,57,20,9,0,14,30,0.546,0.5,0.27899999999999997,0.267,40.9,84.8,63.3,52.6,10.2,0.0,12.7,118.4,88.0,2014-15,0,1
Indiana Pacers,Orlando Magic,98,83,1,2014-11-28,8:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",41,94,0.436,4,16,0.25,12,14,0.857,17,36,53,25,7,3,11,17,0.489,0.457,0.17,0.149,36.2,94.7,62.4,61.0,7.7,5.8,9.9,107.5,91.1,2014-15,0,1
Sacramento Kings,San Antonio Spurs,104,112,0,2014-11-28,8:30 PM,"AT&T Center, San Antonio, Texas",38,75,0.507,6,10,0.6,22,26,0.846,8,38,46,22,4,4,14,20,0.602,0.547,0.133,0.34700000000000003,21.6,90.5,58.2,57.9,4.4,6.9,13.9,113.8,122.6,2014-15,0,0
Phoenix Suns,Denver Nuggets,97,122,0,2014-11-28,9:00 PM,"Pepsi Center, Denver, Colorado",33,85,0.38799999999999996,8,23,0.348,23,29,0.7929999999999999,9,25,34,14,4,5,15,27,0.496,0.435,0.271,0.341,17.6,61.0,37.0,42.4,3.9,7.5,13.3,95.8,120.5,2014-15,0,0
New Orleans Pelicans,Atlanta Hawks,91,100,0,2014-11-28,7:30 PM,"Philips Arena, Atlanta, Georgia",36,89,0.40399999999999997,7,24,0.292,12,16,0.75,16,26,42,23,8,4,12,19,0.474,0.444,0.27,0.18,34.0,70.3,50.0,63.9,8.9,6.8,11.1,101.8,111.9,2014-15,0,0
New York Knicks,Oklahoma City Thunder,78,105,0,2014-11-28,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",29,75,0.387,2,19,0.105,18,24,0.75,7,26,33,17,3,6,12,22,0.456,0.4,0.253,0.32,15.2,59.1,36.7,58.6,3.4,9.7,12.3,88.0,118.4,2014-15,0,0
Orlando Magic,Indiana Pacers,83,98,0,2014-11-28,8:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",31,70,0.44299999999999995,7,18,0.389,14,16,0.875,2,30,32,16,7,5,18,17,0.539,0.493,0.257,0.22899999999999998,5.3,63.8,37.6,51.6,7.7,6.4,18.9,91.1,107.5,2014-15,0,0
Charlotte Hornets,Golden State Warriors,101,106,0,2014-11-28,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",38,87,0.43700000000000006,6,19,0.316,19,23,0.826,8,36,44,27,4,8,13,14,0.52,0.47100000000000003,0.218,0.264,21.1,69.2,48.9,71.1,4.1,11.0,11.8,102.6,107.7,2014-15,0,1
Houston Rockets,Los Angeles Clippers,85,102,0,2014-11-28,8:00 PM,"Toyota Center, Houston, Texas",32,82,0.39,10,37,0.27,11,15,0.733,8,32,40,17,7,6,14,27,0.48,0.451,0.451,0.183,17.8,80.0,47.1,53.1,7.6,10.7,13.6,92.9,111.4,2014-15,0,1
Toronto Raptors,Dallas Mavericks,102,106,0,2014-11-28,7:30 PM,"Air Canada Centre, Toronto, Canada",38,91,0.418,14,33,0.424,12,16,0.75,15,40,55,17,7,1,17,23,0.52,0.495,0.363,0.17600000000000002,32.6,87.0,59.8,44.7,7.3,1.7,14.8,106.1,110.3,2014-15,0,1
Detroit Pistons,Milwaukee Bucks,88,104,0,2014-11-28,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",34,83,0.41,6,23,0.261,14,25,0.56,14,25,39,25,8,5,14,19,0.46799999999999997,0.446,0.27699999999999997,0.301,29.2,71.4,47.0,73.5,8.8,10.4,13.0,96.4,114.0,2014-15,0,1
Boston Celtics,Chicago Bulls,102,109,0,2014-11-28,1:00 PM,"TD Garden, Boston, Massachusetts",37,92,0.402,6,22,0.273,22,29,0.759,12,30,42,20,7,2,13,30,0.48700000000000004,0.435,0.239,0.315,26.1,62.5,44.7,54.1,7.1,2.7,11.0,103.1,110.2,2014-15,0,1
Portland Trail Blazers,Memphis Grizzlies,99,112,0,2014-11-28,10:00 PM,"Moda Center, Portland, Oregon",39,97,0.402,8,28,0.28600000000000003,13,18,0.722,15,30,45,22,6,6,7,18,0.47200000000000003,0.44299999999999995,0.289,0.18600000000000003,28.3,78.9,49.5,56.4,6.4,8.5,6.3,105.2,119.0,2014-15,0,1
Los Angeles Lakers,Minnesota Timberwolves,119,120,0,2014-11-28,10:30 PM,"STAPLES Center, Los Angeles, California",48,89,0.539,8,21,0.381,15,22,0.682,12,23,35,27,12,1,14,22,0.603,0.584,0.23600000000000002,0.247,32.4,79.3,53.0,56.3,12.2,1.6,12.4,121.0,122.0,2014-15,0,1
Los Angeles Clippers,Utah Jazz,112,96,1,2014-11-29,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",45,80,0.563,11,28,0.39299999999999996,11,15,0.733,9,28,37,21,6,5,11,25,0.647,0.631,0.35,0.188,26.5,70.0,50.0,46.7,6.9,9.3,11.3,127.9,109.6,2014-15,0,0
Houston Rockets,Milwaukee Bucks,117,103,1,2014-11-29,9:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",44,87,0.506,15,38,0.395,14,16,0.875,13,31,44,26,7,5,13,24,0.622,0.5920000000000001,0.43700000000000006,0.184,35.1,79.5,57.9,59.1,7.8,9.1,12.1,130.6,114.9,2014-15,0,0
Dallas Mavericks,Philadelphia 76ers,110,103,1,2014-11-29,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",40,89,0.449,8,30,0.267,22,30,0.733,13,27,40,28,13,5,12,22,0.5379999999999999,0.494,0.337,0.337,28.3,55.1,42.1,70.0,13.3,7.8,10.5,112.2,105.1,2014-15,0,0
Cleveland Cavaliers,Indiana Pacers,109,97,1,2014-11-29,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",41,78,0.526,7,16,0.43799999999999994,20,32,0.625,9,35,44,20,4,6,9,20,0.5920000000000001,0.5710000000000001,0.205,0.41,21.4,70.0,47.8,48.8,4.4,9.0,8.9,120.9,107.5,2014-15,0,1
Washington Wizards,New Orleans Pelicans,83,80,1,2014-11-29,7:00 PM,"Verizon Center, Washington, District of Columbia",35,76,0.461,5,12,0.41700000000000004,8,12,0.667,12,34,46,21,9,9,14,18,0.511,0.493,0.158,0.158,29.3,72.3,52.3,60.0,10.7,14.1,14.7,98.7,95.1,2014-15,0,1
Atlanta Hawks,Charlotte Hornets,105,75,1,2014-11-29,7:30 PM,"Philips Arena, Atlanta, Georgia",40,75,0.5329999999999999,12,23,0.522,13,16,0.813,5,39,44,31,8,5,12,17,0.64,0.613,0.307,0.213,16.7,75.0,53.7,77.5,9.0,7.7,12.8,118.1,84.4,2014-15,0,1
Indiana Pacers,Cleveland Cavaliers,97,109,0,2014-11-29,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",35,89,0.39299999999999996,7,22,0.318,20,26,0.769,15,33,48,26,2,1,7,23,0.483,0.433,0.247,0.292,30.0,78.6,52.2,74.3,2.2,1.6,6.5,107.5,120.9,2014-15,0,0
New Orleans Pelicans,Washington Wizards,80,83,0,2014-11-29,7:00 PM,"Verizon Center, Washington, District of Columbia",30,81,0.37,6,17,0.353,14,21,0.667,13,29,42,12,8,1,12,14,0.44299999999999995,0.40700000000000003,0.21,0.259,27.7,70.7,47.7,40.0,9.5,1.6,11.7,95.1,98.7,2014-15,0,0
Charlotte Hornets,Atlanta Hawks,75,105,0,2014-11-29,7:30 PM,"Philips Arena, Atlanta, Georgia",29,88,0.33,5,23,0.217,12,16,0.75,13,25,38,20,3,4,12,16,0.395,0.358,0.261,0.182,25.0,83.3,46.3,69.0,3.4,7.7,11.2,84.4,118.1,2014-15,0,0
Utah Jazz,Los Angeles Clippers,96,112,0,2014-11-29,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",34,75,0.45299999999999996,7,21,0.33299999999999996,21,33,0.636,12,25,37,19,6,2,13,15,0.536,0.5,0.28,0.44,30.0,73.5,50.0,55.9,6.9,3.8,12.7,109.6,127.9,2014-15,0,1
Milwaukee Bucks,Houston Rockets,103,117,0,2014-11-29,9:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",33,74,0.446,6,19,0.316,31,35,0.8859999999999999,8,24,32,23,7,5,10,16,0.5760000000000001,0.486,0.257,0.473,20.5,64.9,42.1,69.7,7.8,10.2,10.1,114.9,130.6,2014-15,0,1
Philadelphia 76ers,Dallas Mavericks,103,110,0,2014-11-29,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",36,85,0.424,6,21,0.28600000000000003,25,31,0.8059999999999999,22,33,55,26,10,4,24,26,0.522,0.45899999999999996,0.247,0.365,44.9,71.7,57.9,72.2,10.2,6.8,19.6,105.1,112.2,2014-15,0,1
Miami Heat,New York Knicks,86,79,1,2014-11-30,7:30 PM,"Madison Square Garden (IV), New York, New York",30,72,0.41700000000000004,7,23,0.304,19,31,0.613,10,31,41,20,8,1,14,20,0.502,0.465,0.319,0.431,25.0,60.8,45.1,66.7,9.3,1.6,14.1,100.4,92.3,2014-15,0,0
Orlando Magic,Phoenix Suns,93,90,1,2014-11-30,8:00 PM,"US Airways Center, Phoenix, Arizona",35,76,0.461,5,15,0.33299999999999996,18,25,0.72,10,37,47,14,8,3,22,22,0.534,0.493,0.19699999999999998,0.32899999999999996,23.8,77.1,52.2,40.0,8.2,5.1,20.2,94.8,91.7,2014-15,0,0
San Antonio Spurs,Boston Celtics,111,89,1,2014-11-30,1:00 PM,"TD Garden, Boston, Massachusetts",41,85,0.48200000000000004,11,26,0.423,18,20,0.9,10,35,45,25,9,5,14,11,0.5920000000000001,0.547,0.306,0.235,25.0,74.5,51.7,61.0,9.5,7.2,13.0,117.3,94.0,2014-15,0,0
Memphis Grizzlies,Sacramento Kings,97,85,1,2014-11-30,6:00 PM,"Sleep Train Arena, Sacramento, California",38,79,0.48100000000000004,3,13,0.231,18,28,0.643,10,25,35,25,13,4,13,27,0.531,0.5,0.165,0.354,24.4,69.4,45.5,65.8,14.1,6.8,12.5,105.3,92.3,2014-15,0,0
Chicago Bulls,Brooklyn Nets,102,84,1,2014-11-30,3:00 PM,"Barclays Center, Brooklyn, New York",34,69,0.493,7,24,0.292,27,34,0.794,7,43,50,19,6,5,19,24,0.607,0.5429999999999999,0.348,0.493,20.6,86.0,59.5,55.9,6.3,6.9,18.5,106.6,87.8,2014-15,0,0
Golden State Warriors,Detroit Pistons,104,93,1,2014-11-30,3:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",37,79,0.46799999999999997,9,21,0.429,21,27,0.778,9,40,49,24,5,8,16,19,0.5720000000000001,0.525,0.266,0.342,23.7,72.7,52.7,64.9,5.2,11.8,15.0,108.4,97.0,2014-15,0,0
Portland Trail Blazers,Minnesota Timberwolves,107,93,1,2014-11-30,9:00 PM,"Moda Center, Portland, Oregon",39,86,0.45299999999999996,12,33,0.364,17,25,0.68,15,39,54,27,8,9,18,17,0.552,0.523,0.384,0.29100000000000004,31.9,78.0,55.7,69.2,8.1,11.1,15.7,108.1,94.0,2014-15,0,1
Los Angeles Lakers,Toronto Raptors,129,122,1,2014-11-30,9:30 PM,"STAPLES Center, Los Angeles, California",47,96,0.49,10,24,0.41700000000000004,25,34,0.735,12,42,54,24,4,7,10,21,0.581,0.542,0.25,0.354,23.5,75.0,50.5,51.1,3.7,10.0,8.3,119.5,113.0,2014-15,0,1
Minnesota Timberwolves,Portland Trail Blazers,93,107,0,2014-11-30,9:00 PM,"Moda Center, Portland, Oregon",39,90,0.433,2,9,0.222,13,20,0.65,11,32,43,24,12,4,14,23,0.47100000000000003,0.444,0.1,0.222,22.0,68.1,44.3,61.5,12.1,7.5,12.4,94.0,108.1,2014-15,0,0
Toronto Raptors,Los Angeles Lakers,122,129,0,2014-11-30,9:30 PM,"STAPLES Center, Los Angeles, California",45,104,0.433,9,34,0.265,23,31,0.742,14,39,53,25,6,6,8,28,0.519,0.47600000000000003,0.327,0.298,25.0,76.5,49.5,55.6,5.6,8.3,6.4,113.0,119.5,2014-15,0,0
New York Knicks,Miami Heat,79,86,0,2014-11-30,7:30 PM,"Madison Square Garden (IV), New York, New York",31,88,0.35200000000000004,3,24,0.125,14,20,0.7,20,30,50,14,6,3,12,22,0.408,0.369,0.273,0.22699999999999998,39.2,75.0,54.9,45.2,7.0,6.1,11.0,92.3,100.4,2014-15,0,1
Phoenix Suns,Orlando Magic,90,93,0,2014-11-30,8:00 PM,"US Airways Center, Phoenix, Arizona",34,85,0.4,7,26,0.26899999999999996,15,18,0.833,11,32,43,22,5,3,19,18,0.484,0.441,0.306,0.212,22.9,76.2,47.8,64.7,5.1,4.9,17.0,91.7,94.8,2014-15,0,1
Boston Celtics,San Antonio Spurs,89,111,0,2014-11-30,1:00 PM,"TD Garden, Boston, Massachusetts",36,87,0.414,6,18,0.33299999999999996,11,15,0.733,12,30,42,21,5,5,15,21,0.475,0.44799999999999995,0.207,0.172,25.5,75.0,48.3,58.3,5.3,8.5,13.8,94.0,117.3,2014-15,0,1
Sacramento Kings,Memphis Grizzlies,85,97,0,2014-11-30,6:00 PM,"Sleep Train Arena, Sacramento, California",33,70,0.47100000000000003,1,11,0.091,18,27,0.667,11,31,42,16,7,4,23,25,0.519,0.479,0.157,0.386,30.6,75.6,54.5,48.5,7.6,6.1,21.9,92.3,105.3,2014-15,0,1
Brooklyn Nets,Chicago Bulls,84,102,0,2014-11-30,3:00 PM,"Barclays Center, Brooklyn, New York",32,86,0.37200000000000005,2,14,0.14300000000000002,18,24,0.75,7,27,34,16,9,0,10,25,0.435,0.384,0.163,0.27899999999999997,14.0,79.4,40.5,50.0,9.4,0.0,9.4,87.8,106.6,2014-15,0,1
Detroit Pistons,Golden State Warriors,93,104,0,2014-11-30,3:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",33,91,0.363,11,23,0.478,16,24,0.667,15,29,44,25,11,5,13,20,0.45799999999999996,0.423,0.253,0.264,27.3,76.3,47.3,75.8,11.5,8.6,11.3,97.0,108.4,2014-15,0,1
Denver Nuggets,Utah Jazz,103,101,1,2014-12-01,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",41,87,0.47100000000000003,9,26,0.34600000000000003,12,17,0.706,8,31,39,23,7,6,10,22,0.545,0.523,0.299,0.195,19.0,68.9,44.8,56.1,7.4,9.1,9.6,109.3,107.2,2014-15,0,0
Los Angeles Clippers,Minnesota Timberwolves,127,101,1,2014-12-01,10:30 PM,"STAPLES Center, Los Angeles, California",41,80,0.513,15,34,0.441,30,36,0.833,9,41,50,33,5,7,14,26,0.6629999999999999,0.606,0.425,0.45,25.7,87.2,61.0,80.5,5.0,10.0,12.7,127.5,101.4,2014-15,0,1
San Antonio Spurs,Philadelphia 76ers,109,103,1,2014-12-01,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",36,83,0.434,9,26,0.34600000000000003,28,35,0.8,11,41,52,25,6,3,14,20,0.5539999999999999,0.488,0.313,0.42200000000000004,24.4,83.7,55.3,69.4,6.0,5.0,12.5,109.7,103.6,2014-15,0,0
Washington Wizards,Miami Heat,107,86,1,2014-12-01,7:00 PM,"Verizon Center, Washington, District of Columbia",39,72,0.542,10,19,0.526,19,24,0.792,7,35,42,29,7,3,12,23,0.648,0.611,0.264,0.33299999999999996,21.2,83.3,56.0,74.4,8.0,6.0,12.7,122.9,98.8,2014-15,0,1
Minnesota Timberwolves,Los Angeles Clippers,101,127,0,2014-12-01,10:30 PM,"STAPLES Center, Los Angeles, California",35,82,0.42700000000000005,2,12,0.16699999999999998,29,40,0.725,6,26,32,26,9,3,10,27,0.507,0.439,0.146,0.488,12.8,74.3,39.0,74.3,9.0,6.5,9.1,101.4,127.5,2014-15,0,0
Utah Jazz,Denver Nuggets,101,103,0,2014-12-01,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",36,84,0.429,7,18,0.389,22,30,0.733,14,34,48,18,3,6,14,15,0.52,0.47,0.214,0.35700000000000004,31.1,81.0,55.2,50.0,3.2,9.8,12.6,107.2,109.3,2014-15,0,1
Miami Heat,Washington Wizards,86,107,0,2014-12-01,7:00 PM,"Verizon Center, Washington, District of Columbia",33,72,0.45799999999999996,2,22,0.091,18,30,0.6,7,26,33,12,5,2,11,20,0.505,0.47200000000000003,0.306,0.41700000000000004,16.7,78.8,44.0,36.4,5.7,3.8,11.4,98.8,122.9,2014-15,0,0
Philadelphia 76ers,San Antonio Spurs,103,109,0,2014-12-01,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",38,89,0.42700000000000005,12,29,0.414,15,25,0.6,8,34,42,22,9,3,10,29,0.515,0.494,0.326,0.281,16.3,75.6,44.7,57.9,9.1,5.3,9.1,103.6,109.7,2014-15,0,1
Toronto Raptors,Sacramento Kings,117,109,1,2014-12-02,10:00 PM,"Sleep Train Arena, Sacramento, California",44,88,0.5,10,23,0.435,19,21,0.905,13,22,35,22,8,3,13,29,0.602,0.557,0.261,0.239,38.2,62.9,50.7,50.0,8.8,4.6,11.8,128.6,119.9,2014-15,0,0
Los Angeles Lakers,Detroit Pistons,106,96,1,2014-12-02,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,81,0.48100000000000004,10,17,0.588,18,24,0.75,12,35,47,25,9,6,14,26,0.579,0.5429999999999999,0.21,0.29600000000000004,26.7,68.6,49.0,64.1,9.5,8.7,13.3,111.6,101.1,2014-15,0,0
Dallas Mavericks,Chicago Bulls,132,129,1,2014-12-02,8:00 PM,"United Center, Chicago, Illinois",47,102,0.461,15,30,0.5,23,27,0.852,12,34,46,30,9,6,14,28,0.58,0.534,0.294,0.265,24.5,69.4,46.9,63.8,7.9,7.8,10.9,115.5,112.8,2014-15,0,0
Portland Trail Blazers,Denver Nuggets,105,103,1,2014-12-02,9:00 PM,"Pepsi Center, Denver, Colorado",43,86,0.5,5,22,0.22699999999999998,14,17,0.8240000000000001,4,33,37,26,7,5,12,19,0.562,0.529,0.256,0.198,10.5,82.5,47.4,60.5,7.2,8.2,11.4,107.7,105.6,2014-15,0,0
Phoenix Suns,Indiana Pacers,116,99,1,2014-12-02,9:00 PM,"US Airways Center, Phoenix, Arizona",43,86,0.5,12,25,0.48,18,26,0.6920000000000001,9,35,44,18,13,5,12,19,0.595,0.57,0.29100000000000004,0.302,21.4,81.4,51.8,41.9,13.0,6.9,11.0,115.7,98.7,2014-15,0,1
New Orleans Pelicans,Oklahoma City Thunder,112,104,1,2014-12-02,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",39,88,0.44299999999999995,5,17,0.294,29,45,0.644,16,33,49,23,13,11,13,21,0.519,0.47200000000000003,0.193,0.511,30.8,78.6,52.1,59.0,12.8,18.3,10.8,109.9,102.0,2014-15,0,1
Golden State Warriors,Orlando Magic,98,97,1,2014-12-02,10:30 PM,"Oracle Arena, Oakland, California",38,82,0.46299999999999997,8,27,0.29600000000000004,14,18,0.778,13,36,49,25,8,5,15,15,0.545,0.512,0.32899999999999996,0.22,28.9,81.8,55.1,65.8,8.7,7.1,14.3,106.0,104.9,2014-15,0,1
Indiana Pacers,Phoenix Suns,99,116,0,2014-12-02,9:00 PM,"US Airways Center, Phoenix, Arizona",41,85,0.48200000000000004,4,13,0.308,13,17,0.765,8,33,41,20,8,3,19,24,0.535,0.506,0.153,0.2,18.6,78.6,48.2,48.8,8.0,4.9,17.0,98.7,115.7,2014-15,0,0
