Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Los Angeles Lakers,Orlando Magic,103,113,0,2012-12-02,6:30 PM,"STAPLES Center, Los Angeles, California",36,86,0.419,6,17,0.353,25,39,0.6409999999999999,12,34,46,20,5,2,11,16,0.499,0.45299999999999996,0.198,0.45299999999999996,23.5,87.2,51.1,55.6,5.0,3.2,9.6,102.9,112.9,2012-13,0,1
Portland Trail Blazers,Charlotte Bobcats,118,112,1,2012-12-03,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",43,92,0.467,12,35,0.34299999999999997,20,26,0.769,13,35,48,28,8,7,13,20,0.57,0.5329999999999999,0.38,0.28300000000000003,28.9,79.5,53.9,65.1,7.9,11.5,11.2,117.0,111.0,2012-13,0,0
Denver Nuggets,Toronto Raptors,113,110,1,2012-12-03,7:00 PM,"Pepsi Center, Denver, Colorado",40,85,0.47100000000000003,6,15,0.4,27,43,0.628,23,30,53,25,11,7,17,20,0.544,0.506,0.17600000000000002,0.506,45.1,76.9,58.9,62.5,11.2,12.1,14.1,115.2,112.1,2012-13,0,1
New Orleans Hornets,Milwaukee Bucks,102,81,1,2012-12-03,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",43,82,0.524,5,12,0.41700000000000004,11,11,1.0,13,24,37,29,11,2,8,23,0.5870000000000001,0.555,0.146,0.134,38.2,55.8,48.1,67.4,14.0,3.5,8.4,129.6,102.9,2012-13,0,1
Los Angeles Clippers,Utah Jazz,105,104,1,2012-12-03,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",42,89,0.47200000000000003,4,21,0.19,17,24,0.708,13,23,36,19,9,3,10,14,0.527,0.494,0.23600000000000002,0.27,28.9,71.9,46.8,45.2,9.9,5.6,9.1,115.7,114.6,2012-13,0,0
Detroit Pistons,Cleveland Cavaliers,89,79,1,2012-12-03,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",36,84,0.429,4,18,0.222,13,19,0.684,15,34,49,21,6,13,11,16,0.48200000000000004,0.452,0.214,0.226,31.3,63.0,48.0,58.3,6.9,17.3,10.6,102.1,90.6,2012-13,0,1
Orlando Magic,Golden State Warriors,102,94,1,2012-12-03,7:30 PM,"Oracle Arena, Oakland, California",40,92,0.435,8,23,0.348,14,16,0.875,11,32,43,29,8,4,8,19,0.515,0.478,0.25,0.174,24.4,78.0,50.0,72.5,8.7,6.3,7.5,111.1,102.4,2012-13,0,0
Charlotte Bobcats,Portland Trail Blazers,112,118,0,2012-12-03,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",41,88,0.466,13,27,0.48100000000000004,17,22,0.773,9,32,41,28,6,6,15,19,0.573,0.54,0.307,0.25,20.5,71.1,46.1,68.3,5.9,10.5,13.3,111.0,117.0,2012-13,0,1
Toronto Raptors,Denver Nuggets,110,113,0,2012-12-03,7:00 PM,"Pepsi Center, Denver, Colorado",42,86,0.488,9,28,0.321,17,19,0.895,9,28,37,19,9,9,16,30,0.583,0.541,0.326,0.221,23.1,54.9,41.1,45.2,9.2,12.9,14.5,112.1,115.2,2012-13,0,0
Milwaukee Bucks,New Orleans Hornets,81,102,0,2012-12-03,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",29,76,0.382,8,19,0.42100000000000004,15,23,0.652,19,21,40,20,5,9,16,16,0.47,0.434,0.25,0.303,44.2,61.8,51.9,69.0,6.4,12.9,15.7,102.9,129.6,2012-13,0,0
Utah Jazz,Los Angeles Clippers,104,105,0,2012-12-03,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",42,74,0.568,9,20,0.45,11,15,0.733,9,32,41,25,6,5,17,26,0.645,0.628,0.27,0.203,28.1,71.1,53.2,59.5,6.6,7.4,17.4,114.6,115.7,2012-13,0,1
Cleveland Cavaliers,Detroit Pistons,79,89,0,2012-12-03,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",32,95,0.337,3,20,0.15,12,17,0.706,20,33,53,19,7,5,11,20,0.385,0.353,0.21100000000000002,0.179,37.0,68.8,52.0,59.4,8.0,7.6,9.7,90.6,102.1,2012-13,0,0
Golden State Warriors,Orlando Magic,94,102,0,2012-12-03,7:30 PM,"Oracle Arena, Oakland, California",37,81,0.457,7,17,0.41200000000000003,13,18,0.722,9,34,43,23,5,5,13,20,0.529,0.5,0.21,0.222,22.0,75.6,50.0,62.2,5.4,7.2,12.8,102.4,111.1,2012-13,0,1
Minnesota Timberwolves,Philadelphia 76ers,105,88,1,2012-12-04,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",41,77,0.532,13,25,0.52,10,17,0.588,7,40,47,28,6,2,15,18,0.621,0.617,0.325,0.221,20.6,75.5,54.0,68.3,6.5,3.2,15.1,114.5,95.9,2012-13,0,0
Washington Wizards,Miami Heat,105,101,1,2012-12-04,7:00 PM,"Verizon Center, Washington, District of Columbia",38,79,0.48100000000000004,7,19,0.368,22,29,0.759,8,36,44,31,7,3,10,14,0.5720000000000001,0.525,0.24100000000000002,0.36700000000000005,20.5,75.0,50.6,81.6,7.5,4.9,9.8,112.8,108.5,2012-13,0,1
Indiana Pacers,Chicago Bulls,80,76,1,2012-12-04,7:00 PM,"United Center, Chicago, Illinois",29,80,0.363,2,10,0.2,20,27,0.741,16,30,46,17,10,4,12,21,0.435,0.375,0.125,0.33799999999999997,32.7,69.8,50.0,58.6,11.7,6.6,11.6,93.9,89.2,2012-13,0,0
Houston Rockets,Los Angeles Lakers,107,105,1,2012-12-04,7:00 PM,"Toyota Center, Houston, Texas",38,101,0.376,7,34,0.20600000000000002,24,31,0.774,21,29,50,22,7,4,10,28,0.467,0.41100000000000003,0.337,0.307,35.6,65.9,48.5,57.9,7.1,6.5,8.0,108.3,106.3,2012-13,0,1
Memphis Grizzlies,Phoenix Suns,108,98,1,2012-12-04,7:00 PM,"FedEx Forum, Memphis, Tennessee",40,85,0.47100000000000003,4,19,0.21100000000000002,24,31,0.774,15,35,50,13,11,9,19,22,0.547,0.494,0.22399999999999998,0.365,39.5,79.5,61.0,32.5,11.3,13.2,16.2,111.0,100.7,2012-13,0,1
Oklahoma City Thunder,Brooklyn Nets,117,111,1,2012-12-04,7:30 PM,"Barclays Center, Brooklyn, New York",40,66,0.606,7,14,0.5,30,34,0.882,2,31,33,22,5,7,12,19,0.723,0.659,0.212,0.515,7.7,66.0,45.2,55.0,5.5,12.3,12.9,128.1,121.5,2012-13,0,0
Philadelphia 76ers,Minnesota Timberwolves,88,105,0,2012-12-04,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",35,83,0.42200000000000004,5,20,0.25,13,23,0.565,13,27,40,24,9,2,13,15,0.473,0.452,0.24100000000000002,0.27699999999999997,24.5,79.4,46.0,68.6,9.8,3.8,12.3,95.9,114.5,2012-13,0,1
Miami Heat,Washington Wizards,101,105,0,2012-12-04,7:00 PM,"Verizon Center, Washington, District of Columbia",41,89,0.461,8,28,0.28600000000000003,11,16,0.688,12,31,43,27,6,2,12,20,0.526,0.506,0.315,0.18,25.0,79.5,49.4,65.9,6.4,3.3,11.1,108.5,112.8,2012-13,0,0
Chicago Bulls,Indiana Pacers,76,80,0,2012-12-04,7:00 PM,"United Center, Chicago, Illinois",28,73,0.384,4,12,0.33299999999999996,16,20,0.8,13,33,46,18,3,7,19,21,0.465,0.41100000000000003,0.16399999999999998,0.27399999999999997,30.2,67.3,50.0,64.3,3.5,10.0,18.8,89.2,93.9,2012-13,0,1
Los Angeles Lakers,Houston Rockets,105,107,0,2012-12-04,7:00 PM,"Toyota Center, Houston, Texas",38,83,0.45799999999999996,7,21,0.33299999999999996,22,34,0.647,15,38,53,16,7,11,18,25,0.536,0.5,0.253,0.41,34.1,64.4,51.5,42.1,7.1,16.4,15.5,106.3,108.3,2012-13,0,0
Phoenix Suns,Memphis Grizzlies,98,108,0,2012-12-04,7:00 PM,"FedEx Forum, Memphis, Tennessee",38,82,0.46299999999999997,6,14,0.429,16,22,0.727,9,23,32,22,12,5,16,26,0.534,0.5,0.171,0.268,20.5,60.5,39.0,57.9,12.3,7.6,14.9,100.7,111.0,2012-13,0,0
Brooklyn Nets,Oklahoma City Thunder,111,117,0,2012-12-04,7:30 PM,"Barclays Center, Brooklyn, New York",39,91,0.429,14,34,0.41200000000000003,19,23,0.826,16,24,40,22,7,1,12,25,0.5489999999999999,0.505,0.374,0.253,34.0,92.3,54.8,56.4,7.7,1.9,10.6,121.5,128.1,2012-13,0,1
New York Knicks,Charlotte Bobcats,100,98,1,2012-12-05,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",39,92,0.424,13,41,0.317,9,13,0.6920000000000001,10,26,36,23,9,8,8,18,0.512,0.495,0.446,0.141,20.8,68.4,41.9,59.0,10.0,11.9,7.6,111.4,109.2,2012-13,0,0
Sacramento Kings,Toronto Raptors,107,100,1,2012-12-05,7:00 PM,"Sleep Train Arena, Sacramento, California",38,82,0.46299999999999997,6,15,0.4,25,34,0.735,10,37,47,18,5,7,15,18,0.552,0.5,0.183,0.415,25.0,78.7,54.0,47.4,5.1,11.1,13.4,109.5,102.3,2012-13,0,1
Los Angeles Lakers,New Orleans Hornets,103,87,1,2012-12-05,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",37,80,0.46299999999999997,13,28,0.46399999999999997,16,22,0.727,9,37,46,24,11,8,9,16,0.574,0.544,0.35,0.275,20.9,75.5,50.0,64.9,12.3,12.1,9.1,114.9,97.1,2012-13,0,0
Utah Jazz,Orlando Magic,87,81,1,2012-12-05,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",32,77,0.41600000000000004,1,10,0.1,22,27,0.815,8,30,38,17,13,4,12,16,0.489,0.42200000000000004,0.13,0.35100000000000003,19.5,69.8,45.2,53.1,14.5,6.5,11.9,97.0,90.4,2012-13,0,1
Indiana Pacers,Portland Trail Blazers,99,92,1,2012-12-05,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",36,80,0.45,9,26,0.34600000000000003,18,19,0.9470000000000001,13,33,46,20,6,7,13,12,0.56,0.506,0.325,0.23800000000000002,31.7,78.6,55.4,55.6,6.9,12.3,12.8,114.3,106.3,2012-13,0,1
Golden State Warriors,Detroit Pistons,104,97,1,2012-12-05,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",34,75,0.45299999999999996,9,24,0.375,27,34,0.794,9,26,35,24,9,7,10,22,0.578,0.513,0.32,0.45299999999999996,23.7,63.4,44.3,70.6,10.0,12.1,10.0,116.0,108.1,2012-13,0,0
Boston Celtics,Minnesota Timberwolves,104,94,1,2012-12-05,7:30 PM,"TD Garden, Boston, Massachusetts",41,78,0.526,4,17,0.235,18,26,0.6920000000000001,6,39,45,24,6,6,16,24,0.581,0.551,0.218,0.33299999999999996,17.6,75.0,52.3,58.5,6.2,9.2,15.2,107.3,97.0,2012-13,0,1
Los Angeles Clippers,Dallas Mavericks,112,90,1,2012-12-05,7:30 PM,"STAPLES Center, Los Angeles, California",45,90,0.5,6,20,0.3,16,21,0.762,12,37,49,30,18,6,17,17,0.564,0.5329999999999999,0.222,0.233,28.6,77.1,54.4,66.7,17.7,9.2,14.6,110.4,88.7,2012-13,0,1
San Antonio Spurs,Milwaukee Bucks,110,99,1,2012-12-05,7:30 PM,"AT&T Center, San Antonio, Texas",40,85,0.47100000000000003,6,21,0.28600000000000003,24,28,0.857,14,39,53,27,6,4,17,20,0.565,0.506,0.247,0.32899999999999996,33.3,83.0,59.6,67.5,6.2,5.6,14.9,112.9,101.6,2012-13,0,1
Chicago Bulls,Cleveland Cavaliers,95,85,1,2012-12-05,8:00 PM,"Quicken Loans Arena, Cleveland, Ohio",34,72,0.47200000000000003,4,15,0.267,23,27,0.852,10,35,45,22,5,6,15,24,0.5660000000000001,0.5,0.20800000000000002,0.375,27.0,71.4,52.3,64.7,5.7,8.7,15.2,108.4,97.0,2012-13,0,0
Atlanta Hawks,Denver Nuggets,108,104,1,2012-12-05,8:00 PM,"Philips Arena, Atlanta, Georgia",42,95,0.442,8,22,0.364,16,19,0.8420000000000001,19,28,47,24,13,5,14,19,0.522,0.484,0.23199999999999998,0.2,39.6,71.8,54.0,57.1,13.6,8.1,11.9,113.2,109.0,2012-13,0,1
Charlotte Bobcats,New York Knicks,98,100,0,2012-12-05,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",39,83,0.47,7,16,0.43799999999999994,13,15,0.867,12,38,50,26,2,4,12,14,0.547,0.512,0.193,0.18100000000000002,31.6,79.2,58.1,66.7,2.2,7.8,11.8,109.2,111.4,2012-13,0,1
Toronto Raptors,Sacramento Kings,100,107,0,2012-12-05,7:00 PM,"Sleep Train Arena, Sacramento, California",35,86,0.40700000000000003,6,23,0.261,24,28,0.857,10,30,40,25,6,9,11,23,0.509,0.442,0.267,0.326,21.3,75.0,46.0,71.4,6.1,13.4,10.1,102.3,109.5,2012-13,0,0
New Orleans Hornets,Los Angeles Lakers,87,103,0,2012-12-05,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",35,85,0.41200000000000003,7,19,0.368,10,18,0.556,12,34,46,22,2,7,12,20,0.46799999999999997,0.45299999999999996,0.22399999999999998,0.212,24.5,79.1,50.0,62.9,2.2,13.5,11.4,97.1,114.9,2012-13,0,1
Orlando Magic,Utah Jazz,81,87,0,2012-12-05,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",34,77,0.442,1,15,0.067,12,17,0.706,13,33,46,15,6,7,19,20,0.479,0.44799999999999995,0.195,0.221,30.2,80.5,54.8,44.1,6.7,10.4,18.4,90.4,97.0,2012-13,0,0
Portland Trail Blazers,Indiana Pacers,92,99,0,2012-12-05,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",34,79,0.43,6,22,0.273,18,22,0.818,9,28,37,18,5,3,10,15,0.519,0.46799999999999997,0.278,0.278,21.4,68.3,44.6,52.9,5.8,5.6,10.1,106.3,114.3,2012-13,0,0
Detroit Pistons,Golden State Warriors,97,104,0,2012-12-05,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",35,79,0.44299999999999995,6,21,0.28600000000000003,21,31,0.677,15,29,44,22,4,5,17,26,0.524,0.48100000000000004,0.266,0.392,36.6,76.3,55.7,62.9,4.5,9.8,15.5,108.1,116.0,2012-13,0,1
Minnesota Timberwolves,Boston Celtics,94,104,0,2012-12-05,7:30 PM,"TD Garden, Boston, Massachusetts",37,84,0.44,6,19,0.316,14,30,0.467,13,28,41,19,11,3,13,19,0.484,0.47600000000000003,0.226,0.35700000000000004,25.0,82.4,47.7,51.4,11.3,4.9,11.8,97.0,107.3,2012-13,0,0
Dallas Mavericks,Los Angeles Clippers,90,112,0,2012-12-05,7:30 PM,"STAPLES Center, Los Angeles, California",34,84,0.405,5,19,0.263,17,19,0.895,11,30,41,20,8,6,22,18,0.48700000000000004,0.435,0.226,0.226,22.9,71.4,45.6,58.8,7.9,8.6,19.2,88.7,110.4,2012-13,0,0
Milwaukee Bucks,San Antonio Spurs,99,110,0,2012-12-05,7:30 PM,"AT&T Center, San Antonio, Texas",35,84,0.41700000000000004,5,12,0.41700000000000004,24,29,0.828,8,28,36,24,11,4,11,21,0.512,0.446,0.14300000000000002,0.345,17.0,66.7,40.4,68.6,11.3,6.3,10.2,101.6,112.9,2012-13,0,0
Cleveland Cavaliers,Chicago Bulls,85,95,0,2012-12-05,8:00 PM,"Quicken Loans Arena, Cleveland, Ohio",31,85,0.365,5,16,0.313,18,25,0.72,14,27,41,15,8,2,10,18,0.44299999999999995,0.39399999999999996,0.188,0.294,28.6,73.0,47.7,48.4,9.1,3.5,9.4,97.0,108.4,2012-13,0,1
Denver Nuggets,Atlanta Hawks,104,108,0,2012-12-05,8:00 PM,"Philips Arena, Atlanta, Georgia",38,79,0.48100000000000004,7,17,0.41200000000000003,21,25,0.84,11,29,40,24,10,4,20,25,0.578,0.525,0.215,0.316,28.2,60.4,46.0,63.2,10.5,5.5,18.2,109.0,113.2,2012-13,0,0
New York Knicks,Miami Heat,112,92,1,2012-12-06,8:00 PM,"AmericanAirlines Arena, Miami, Florida",41,91,0.451,18,44,0.409,12,19,0.632,11,35,46,20,9,4,7,19,0.564,0.5489999999999999,0.484,0.209,23.4,83.3,51.7,48.8,9.7,6.7,6.6,120.2,98.7,2012-13,0,0
Dallas Mavericks,Phoenix Suns,97,94,1,2012-12-06,8:30 PM,"US Airways Center, Phoenix, Arizona",37,78,0.474,4,12,0.33299999999999996,19,24,0.792,11,33,44,15,8,4,16,23,0.5479999999999999,0.5,0.154,0.308,27.5,71.7,51.2,40.5,8.7,6.3,15.3,105.9,102.7,2012-13,0,0
Miami Heat,New York Knicks,92,112,0,2012-12-06,8:00 PM,"AmericanAirlines Arena, Miami, Florida",32,76,0.42100000000000004,6,16,0.375,22,28,0.7859999999999999,7,36,43,17,7,4,14,21,0.521,0.461,0.21100000000000002,0.368,16.7,76.6,48.3,53.1,7.5,8.5,13.7,98.7,120.2,2012-13,0,1
Phoenix Suns,Dallas Mavericks,94,97,0,2012-12-06,8:30 PM,"US Airways Center, Phoenix, Arizona",34,85,0.4,8,21,0.381,18,25,0.72,13,29,42,19,11,4,12,20,0.49,0.447,0.247,0.294,28.3,72.5,48.8,55.9,12.0,6.1,11.1,102.7,105.9,2012-13,0,1
Philadelphia 76ers,Boston Celtics,95,94,1,2012-12-07,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",37,99,0.374,2,11,0.182,19,26,0.731,17,37,54,19,12,4,9,26,0.43,0.384,0.111,0.263,27.0,84.1,50.5,51.4,11.9,6.8,7.5,94.2,93.2,2012-13,0,1
Minnesota Timberwolves,Cleveland Cavaliers,91,73,1,2012-12-07,7:00 PM,"Target Center, Minneapolis, Minnesota",30,70,0.429,4,19,0.21100000000000002,27,35,0.7709999999999999,13,40,53,18,13,8,21,17,0.5329999999999999,0.457,0.271,0.5,30.2,78.4,56.4,60.0,13.9,12.7,19.7,97.1,77.9,2012-13,0,1
Sacramento Kings,Orlando Magic,91,82,1,2012-12-07,7:00 PM,"Sleep Train Arena, Sacramento, California",32,79,0.405,4,21,0.19,23,28,0.821,10,41,51,20,11,6,18,19,0.498,0.43,0.266,0.354,22.7,87.2,56.0,62.5,11.3,9.2,16.5,93.6,84.4,2012-13,0,1
Memphis Grizzlies,New Orleans Hornets,96,89,1,2012-12-07,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",36,72,0.5,8,17,0.47100000000000003,16,22,0.727,11,35,46,23,9,6,16,17,0.588,0.556,0.23600000000000002,0.306,31.4,87.5,61.3,63.9,10.5,10.2,16.4,112.1,103.9,2012-13,0,0
Utah Jazz,Toronto Raptors,131,99,1,2012-12-07,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",45,91,0.495,13,23,0.565,28,35,0.8,15,36,51,31,10,8,11,26,0.616,0.5660000000000001,0.253,0.385,34.1,75.0,55.4,68.9,10.2,13.8,9.4,134.0,101.3,2012-13,0,1
Denver Nuggets,Indiana Pacers,92,89,1,2012-12-07,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",38,86,0.442,3,17,0.17600000000000002,13,20,0.65,10,27,37,24,10,4,8,17,0.485,0.45899999999999996,0.198,0.233,23.3,75.0,46.8,63.2,11.1,7.5,7.8,102.2,98.9,2012-13,0,0
Chicago Bulls,Detroit Pistons,108,104,1,2012-12-07,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",43,82,0.524,5,14,0.35700000000000004,17,21,0.81,13,28,41,23,6,4,8,20,0.5920000000000001,0.555,0.171,0.256,36.1,84.8,59.4,53.5,7.1,7.1,8.1,128.4,123.6,2012-13,0,0
Atlanta Hawks,Washington Wizards,104,95,1,2012-12-07,7:30 PM,"Philips Arena, Atlanta, Georgia",41,85,0.48200000000000004,10,26,0.385,12,19,0.632,15,32,47,23,7,1,14,19,0.557,0.541,0.306,0.22399999999999998,37.5,82.1,59.5,56.1,7.8,1.6,13.0,116.4,106.3,2012-13,0,1
Milwaukee Bucks,Charlotte Bobcats,108,93,1,2012-12-07,7:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",38,94,0.40399999999999997,6,14,0.429,26,32,0.813,23,36,59,20,5,14,10,17,0.5,0.436,0.149,0.34,42.6,72.0,56.7,52.6,5.5,20.6,8.5,118.3,101.9,2012-13,0,1
Golden State Warriors,Brooklyn Nets,109,102,1,2012-12-07,7:30 PM,"Barclays Center, Brooklyn, New York",46,90,0.511,9,19,0.474,8,10,0.8,15,32,47,24,9,1,11,21,0.5770000000000001,0.561,0.21100000000000002,0.111,34.1,68.1,51.6,52.2,9.9,1.9,10.4,120.4,112.7,2012-13,0,0
San Antonio Spurs,Houston Rockets,114,92,1,2012-12-07,7:30 PM,"AT&T Center, San Antonio, Texas",48,87,0.552,6,20,0.3,12,13,0.9229999999999999,6,44,50,33,10,7,17,10,0.615,0.586,0.23,0.149,18.2,81.5,57.5,68.8,9.7,11.3,15.5,110.5,89.2,2012-13,0,1
Oklahoma City Thunder,Los Angeles Lakers,114,108,1,2012-12-07,8:30 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",41,84,0.488,9,17,0.529,23,28,0.821,11,25,36,22,6,3,14,24,0.5920000000000001,0.542,0.20199999999999999,0.33299999999999996,26.8,62.5,44.4,53.7,6.3,5.4,12.7,119.4,113.1,2012-13,0,1
Boston Celtics,Philadelphia 76ers,94,95,0,2012-12-07,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",35,81,0.43200000000000005,6,22,0.273,18,25,0.72,7,46,53,24,6,7,18,23,0.511,0.469,0.272,0.309,15.9,73.0,49.5,68.6,6.0,8.0,16.4,93.2,94.2,2012-13,0,0
Cleveland Cavaliers,Minnesota Timberwolves,73,91,0,2012-12-07,7:00 PM,"Target Center, Minneapolis, Minnesota",30,87,0.345,7,24,0.292,6,9,0.667,11,30,41,15,15,2,18,24,0.401,0.385,0.276,0.10300000000000001,21.6,69.8,43.6,50.0,16.0,3.9,16.5,77.9,97.1,2012-13,0,0
Orlando Magic,Sacramento Kings,82,91,0,2012-12-07,7:00 PM,"Sleep Train Arena, Sacramento, California",30,80,0.375,4,15,0.267,18,21,0.857,6,34,40,17,6,3,16,24,0.45899999999999996,0.4,0.188,0.263,12.8,77.3,44.0,56.7,6.2,5.2,15.2,84.4,93.6,2012-13,0,0
New Orleans Hornets,Memphis Grizzlies,89,96,0,2012-12-07,7:00 PM,"New Orleans Arena, New Orleans, Louisiana",36,75,0.48,8,16,0.5,9,12,0.75,5,24,29,22,9,8,12,16,0.5539999999999999,0.5329999999999999,0.213,0.16,12.5,68.6,38.7,61.1,10.5,14.5,13.0,103.9,112.1,2012-13,0,1
Toronto Raptors,Utah Jazz,99,131,0,2012-12-07,7:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",33,82,0.402,7,24,0.292,26,31,0.8390000000000001,12,29,41,13,5,7,15,28,0.518,0.445,0.293,0.37799999999999995,25.0,65.9,44.6,39.4,5.1,10.3,13.6,101.3,134.0,2012-13,0,0
Indiana Pacers,Denver Nuggets,89,92,0,2012-12-07,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",34,76,0.447,10,23,0.435,11,18,0.611,9,33,42,27,5,9,18,22,0.53,0.513,0.303,0.237,25.0,76.7,53.2,79.4,5.6,13.0,17.7,98.9,102.2,2012-13,0,1
Detroit Pistons,Chicago Bulls,104,108,0,2012-12-07,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",36,70,0.514,8,14,0.5710000000000001,24,31,0.774,5,23,28,14,6,1,8,19,0.622,0.5710000000000001,0.2,0.44299999999999995,15.2,63.9,40.6,38.9,7.1,1.5,8.7,123.6,128.4,2012-13,0,1
Washington Wizards,Atlanta Hawks,95,104,0,2012-12-07,7:30 PM,"Philips Arena, Atlanta, Georgia",36,79,0.456,7,16,0.43799999999999994,16,20,0.8,7,25,32,22,6,4,11,17,0.541,0.5,0.203,0.253,17.9,62.5,40.5,61.1,6.7,6.8,11.1,106.3,116.4,2012-13,0,0
Charlotte Bobcats,Milwaukee Bucks,93,108,0,2012-12-07,7:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",36,81,0.444,3,13,0.231,18,32,0.563,14,31,45,18,9,6,11,23,0.489,0.46299999999999997,0.16,0.395,28.0,57.4,43.3,50.0,9.9,7.5,10.4,101.9,118.3,2012-13,0,0
Brooklyn Nets,Golden State Warriors,102,109,0,2012-12-07,7:30 PM,"Barclays Center, Brooklyn, New York",37,87,0.425,11,33,0.33299999999999996,17,23,0.7390000000000001,15,29,44,23,5,4,13,13,0.525,0.489,0.379,0.264,31.9,65.9,48.4,62.2,5.5,5.6,11.8,112.7,120.4,2012-13,0,1
Houston Rockets,San Antonio Spurs,92,114,0,2012-12-07,7:30 PM,"AT&T Center, San Antonio, Texas",37,95,0.389,11,33,0.33299999999999996,7,8,0.875,10,27,37,23,11,2,18,14,0.467,0.447,0.34700000000000003,0.084,18.5,81.8,42.5,62.2,10.7,3.0,15.4,89.2,110.5,2012-13,0,0
Los Angeles Lakers,Oklahoma City Thunder,108,114,0,2012-12-07,8:30 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",36,84,0.429,11,28,0.39299999999999996,25,31,0.8059999999999999,15,30,45,17,11,5,17,23,0.5529999999999999,0.494,0.33299999999999996,0.369,37.5,73.2,55.6,47.2,11.5,7.5,14.8,113.1,119.4,2012-13,0,0
Los Angeles Clippers,Phoenix Suns,117,99,1,2012-12-08,12:30 PM,"STAPLES Center, Los Angeles, California",48,93,0.516,7,23,0.304,14,24,0.583,17,24,41,30,12,5,11,16,0.565,0.5539999999999999,0.247,0.258,37.8,72.7,52.6,62.5,12.7,9.3,9.6,123.7,104.7,2012-13,0,1
Golden State Warriors,Washington Wizards,101,97,1,2012-12-08,7:00 PM,"Verizon Center, Washington, District of Columbia",35,81,0.43200000000000005,9,22,0.409,22,27,0.815,13,44,57,22,4,5,19,16,0.544,0.488,0.272,0.33299999999999996,30.2,86.3,60.6,62.9,4.1,8.1,17.0,104.8,100.6,2012-13,0,0
Chicago Bulls,New York Knicks,93,85,1,2012-12-08,7:00 PM,"United Center, Chicago, Illinois",34,78,0.436,7,13,0.5379999999999999,18,18,1.0,10,37,47,18,10,6,19,20,0.541,0.48100000000000004,0.16699999999999998,0.231,27.8,72.5,54.0,52.9,10.8,9.8,18.1,100.8,92.1,2012-13,0,1
Dallas Mavericks,Houston Rockets,116,109,1,2012-12-08,7:00 PM,"Toyota Center, Houston, Texas",43,91,0.473,10,24,0.41700000000000004,20,25,0.8,11,29,40,24,7,2,12,24,0.569,0.527,0.264,0.275,25.0,87.9,51.9,55.8,6.9,5.4,10.5,115.1,108.2,2012-13,0,0
San Antonio Spurs,Charlotte Bobcats,132,102,1,2012-12-08,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",50,90,0.556,19,34,0.5589999999999999,13,15,0.867,9,36,45,38,7,5,11,22,0.6829999999999999,0.6609999999999999,0.37799999999999995,0.16699999999999998,28.1,83.7,60.0,76.0,7.4,7.8,10.2,138.9,107.3,2012-13,0,0
Sacramento Kings,Portland Trail Blazers,99,80,1,2012-12-08,7:00 PM,"Rose Garden Arena, Portland, Oregon",36,86,0.419,9,19,0.474,18,22,0.818,9,35,44,22,14,4,10,16,0.517,0.47100000000000003,0.221,0.256,20.0,76.1,48.4,61.1,15.3,7.4,9.5,108.5,87.7,2012-13,0,0
