Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Milwaukee Bucks,Orlando Magic,90,114,0,2015-11-27,7:00 PM,"Amway Center, Orlando, Florida",31,74,0.419,8,26,0.308,20,22,0.909,6,32,38,20,8,2,21,20,0.5379999999999999,0.473,0.35100000000000003,0.297,15.4,80.0,48.1,64.5,8.1,3.6,20.1,91.3,115.6,2015-16,0,0
Chicago Bulls,Indiana Pacers,92,104,0,2015-11-27,8:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",32,92,0.348,11,26,0.423,17,20,0.85,9,38,47,21,7,7,15,23,0.456,0.408,0.28300000000000003,0.217,17.3,82.6,48.0,65.6,6.8,11.9,13.0,89.2,100.9,2015-16,0,0
Detroit Pistons,Oklahoma City Thunder,87,103,0,2015-11-27,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",31,90,0.344,9,29,0.31,16,20,0.8,13,25,38,17,9,1,8,21,0.44,0.39399999999999996,0.322,0.222,22.0,67.6,39.6,54.8,9.7,1.8,7.5,94.1,111.4,2015-16,0,0
Washington Wizards,Boston Celtics,78,111,0,2015-11-27,7:30 PM,"TD Garden, Boston, Massachusetts",27,84,0.321,5,18,0.278,19,22,0.8640000000000001,13,33,46,16,7,4,22,19,0.41600000000000004,0.35100000000000003,0.214,0.262,25.0,63.5,44.2,59.3,7.1,6.3,19.0,78.9,112.3,2015-16,0,0
New Orleans Pelicans,Los Angeles Clippers,90,111,0,2015-11-27,10:30 PM,"STAPLES Center, Los Angeles, California",34,94,0.36200000000000004,5,20,0.25,17,23,0.7390000000000001,15,35,50,20,8,1,12,23,0.43200000000000005,0.38799999999999996,0.213,0.245,25.4,87.5,50.5,58.8,8.0,1.6,10.3,89.5,110.4,2015-16,0,0
Charlotte Hornets,Cleveland Cavaliers,90,95,0,2015-11-27,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",33,80,0.413,5,25,0.2,19,25,0.76,7,31,38,20,7,7,11,25,0.495,0.444,0.313,0.313,15.6,72.1,43.2,60.6,7.5,12.5,10.8,96.7,102.1,2015-16,0,1
Memphis Grizzlies,Atlanta Hawks,101,116,0,2015-11-27,8:00 PM,"FedEx Forum, Memphis, Tennessee",35,80,0.43799999999999994,12,30,0.4,19,21,0.905,5,32,37,20,3,1,13,25,0.5660000000000001,0.513,0.375,0.263,12.8,84.2,48.1,57.1,3.2,2.8,12.7,107.5,123.5,2015-16,0,1
Sacramento Kings,Minnesota Timberwolves,91,101,0,2015-11-27,10:00 PM,"Sleep Train Arena, Sacramento, California",37,86,0.43,8,22,0.364,9,15,0.6,12,24,36,21,4,3,15,16,0.491,0.47700000000000004,0.256,0.174,26.1,66.7,43.9,56.8,4.4,5.8,13.9,100.7,111.8,2015-16,0,1
Denver Nuggets,San Antonio Spurs,80,91,0,2015-11-27,9:00 PM,"Pepsi Center, Denver, Colorado",31,77,0.40299999999999997,7,20,0.35,11,13,0.846,8,29,37,17,8,2,18,19,0.484,0.44799999999999995,0.26,0.16899999999999998,17.8,85.3,46.8,54.8,8.7,3.8,17.9,87.0,99.0,2015-16,0,1
New York Knicks,Miami Heat,78,97,0,2015-11-27,7:30 PM,"Madison Square Garden (IV), New York, New York",32,85,0.376,3,14,0.214,11,15,0.733,7,32,39,16,7,5,10,24,0.426,0.39399999999999996,0.165,0.17600000000000002,17.1,80.0,48.1,50.0,7.7,8.5,9.8,86.0,107.0,2015-16,0,1
Phoenix Suns,Golden State Warriors,116,135,0,2015-11-27,9:30 PM,"Talking Stick Resort Arena, Phoenix, Arizona",45,92,0.489,10,26,0.385,16,23,0.696,7,23,30,21,13,2,14,26,0.568,0.5429999999999999,0.28300000000000003,0.25,14.3,67.6,36.1,46.7,12.2,4.7,12.1,109.3,127.2,2015-16,0,1
Toronto Raptors,Washington Wizards,84,82,1,2015-11-28,7:00 PM,"Verizon Center, Washington, District of Columbia",31,72,0.431,11,24,0.45799999999999996,11,14,0.7859999999999999,6,42,48,17,8,7,22,21,0.537,0.507,0.33299999999999996,0.19399999999999998,15.8,80.8,53.3,54.8,8.5,11.9,22.0,89.3,87.2,2015-16,0,0
San Antonio Spurs,Atlanta Hawks,108,88,1,2015-11-28,8:30 PM,"AT&T Center, San Antonio, Texas",40,85,0.47100000000000003,9,17,0.529,19,20,0.95,12,37,49,25,11,9,16,14,0.5760000000000001,0.524,0.2,0.235,27.9,75.5,53.3,62.5,11.4,14.8,14.6,112.1,91.4,2015-16,0,1
Dallas Mavericks,Denver Nuggets,92,81,1,2015-11-28,8:30 PM,"American Airlines Center, Dallas, Texas",33,77,0.429,7,26,0.26899999999999996,19,27,0.7040000000000001,10,32,42,18,13,3,13,14,0.518,0.474,0.33799999999999997,0.35100000000000003,22.2,76.2,48.3,54.5,14.4,6.0,12.8,101.8,89.7,2015-16,0,1
Portland Trail Blazers,Los Angeles Lakers,108,96,1,2015-11-28,10:00 PM,"Moda Center, Portland, Oregon",38,78,0.48700000000000004,12,30,0.4,20,26,0.769,12,34,46,24,5,2,16,16,0.604,0.564,0.385,0.33299999999999996,30.8,85.0,58.2,63.2,5.4,3.4,15.2,117.4,104.3,2015-16,0,1
Cleveland Cavaliers,Brooklyn Nets,90,88,1,2015-11-28,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",35,87,0.402,9,27,0.33299999999999996,11,17,0.647,12,37,49,20,9,11,19,19,0.47600000000000003,0.45399999999999996,0.31,0.195,24.0,82.2,51.6,57.1,9.1,17.2,16.7,91.4,89.4,2015-16,0,1
Utah Jazz,New Orleans Pelicans,101,87,1,2015-11-28,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",38,82,0.46299999999999997,9,18,0.5,16,21,0.762,12,37,49,18,11,9,15,25,0.5529999999999999,0.518,0.22,0.256,27.9,90.2,58.3,47.4,11.9,17.3,14.1,109.1,94.0,2015-16,0,1
Atlanta Hawks,San Antonio Spurs,88,108,0,2015-11-28,8:30 PM,"AT&T Center, San Antonio, Texas",37,87,0.425,6,26,0.231,8,13,0.615,12,31,43,28,9,5,18,17,0.475,0.46,0.299,0.149,24.5,72.1,46.7,75.7,9.3,7.4,16.3,91.4,112.1,2015-16,0,0
Denver Nuggets,Dallas Mavericks,81,92,0,2015-11-28,8:30 PM,"American Airlines Center, Dallas, Texas",30,75,0.4,8,25,0.32,13,17,0.765,10,35,45,17,9,5,20,22,0.491,0.45299999999999996,0.33299999999999996,0.22699999999999998,23.8,77.8,51.7,56.7,10.0,9.8,19.5,89.7,101.8,2015-16,0,0
Los Angeles Lakers,Portland Trail Blazers,96,108,0,2015-11-28,10:00 PM,"Moda Center, Portland, Oregon",36,82,0.439,7,23,0.304,17,23,0.7390000000000001,6,27,33,20,12,2,9,19,0.521,0.48200000000000004,0.28,0.28,15.0,69.2,41.8,55.6,13.0,4.2,8.9,104.3,117.4,2015-16,0,0
Brooklyn Nets,Cleveland Cavaliers,88,90,0,2015-11-28,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",33,81,0.40700000000000003,4,17,0.235,18,24,0.75,8,38,46,21,9,4,16,18,0.48100000000000004,0.43200000000000005,0.21,0.29600000000000004,17.8,76.0,48.4,63.6,9.1,6.7,14.9,89.4,91.4,2015-16,0,0
New Orleans Pelicans,Utah Jazz,87,101,0,2015-11-28,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",29,69,0.42,5,17,0.294,24,30,0.8,4,31,35,19,8,4,16,19,0.529,0.457,0.24600000000000002,0.435,9.8,72.1,41.7,65.5,8.6,6.3,16.3,94.0,109.1,2015-16,0,0
Washington Wizards,Toronto Raptors,82,84,0,2015-11-28,7:00 PM,"Verizon Center, Washington, District of Columbia",27,82,0.32899999999999996,7,23,0.304,21,27,0.778,10,32,42,20,11,3,14,16,0.43700000000000006,0.37200000000000005,0.28,0.32899999999999996,19.2,84.2,46.7,74.1,11.7,6.3,13.0,87.2,89.3,2015-16,0,1
Houston Rockets,New York Knicks,116,111,1,2015-11-29,7:30 PM,"Madison Square Garden (IV), New York, New York",43,95,0.45299999999999996,7,25,0.28,23,36,0.639,17,22,39,16,16,2,8,19,0.523,0.489,0.263,0.379,30.9,81.5,47.6,37.2,16.0,3.3,6.7,116.3,111.3,2015-16,0,0
Indiana Pacers,Los Angeles Lakers,107,103,1,2015-11-29,9:30 PM,"STAPLES Center, Los Angeles, California",34,83,0.41,9,27,0.33299999999999996,30,37,0.8109999999999999,9,41,50,17,4,5,15,18,0.539,0.46399999999999997,0.325,0.446,18.8,73.2,48.1,50.0,3.9,7.6,13.1,105.3,101.3,2015-16,0,0
Phoenix Suns,Toronto Raptors,107,102,1,2015-11-29,6:00 PM,"Air Canada Centre, Toronto, Canada",40,94,0.426,11,27,0.40700000000000003,16,20,0.8,13,37,50,24,4,9,9,15,0.52,0.484,0.287,0.213,27.1,82.2,53.8,60.0,4.2,15.8,8.1,112.6,107.4,2015-16,0,0
Memphis Grizzlies,Philadelphia 76ers,92,84,1,2015-11-29,6:00 PM,"FedEx Forum, Memphis, Tennessee",34,81,0.42,4,13,0.308,20,27,0.741,15,34,49,19,11,7,26,18,0.495,0.444,0.16,0.33299999999999996,31.3,81.0,54.4,55.9,11.0,17.1,21.9,91.6,83.6,2015-16,0,1
Brooklyn Nets,Detroit Pistons,87,83,1,2015-11-29,6:00 PM,"Barclays Center, Brooklyn, New York",35,81,0.43200000000000005,4,12,0.33299999999999996,13,16,0.813,7,44,51,15,8,11,19,16,0.494,0.457,0.14800000000000002,0.198,17.9,69.8,50.0,42.9,8.0,14.3,17.8,87.3,83.3,2015-16,0,1
Orlando Magic,Boston Celtics,110,91,1,2015-11-29,6:00 PM,"Amway Center, Orlando, Florida",45,93,0.484,9,25,0.36,11,16,0.688,17,37,54,24,6,7,13,20,0.55,0.532,0.26899999999999996,0.172,40.5,80.4,61.4,53.3,6.4,11.5,11.5,117.2,97.0,2015-16,0,1
Charlotte Hornets,Milwaukee Bucks,87,82,1,2015-11-29,2:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",27,70,0.386,15,31,0.484,18,22,0.818,7,36,43,20,6,6,13,16,0.546,0.493,0.44299999999999995,0.314,17.5,73.5,48.3,74.1,7.0,11.1,14.0,101.5,95.7,2015-16,0,1
Philadelphia 76ers,Memphis Grizzlies,84,92,0,2015-11-29,6:00 PM,"FedEx Forum, Memphis, Tennessee",30,77,0.39,12,36,0.33299999999999996,12,16,0.75,8,33,41,23,18,9,25,29,0.5,0.46799999999999997,0.46799999999999997,0.20800000000000002,19.0,68.8,45.6,76.7,17.9,13.2,22.9,83.6,91.6,2015-16,0,0
Detroit Pistons,Brooklyn Nets,83,87,0,2015-11-29,6:00 PM,"Barclays Center, Brooklyn, New York",34,101,0.337,6,24,0.25,9,21,0.429,19,32,51,19,11,1,14,15,0.376,0.366,0.23800000000000002,0.20800000000000002,30.2,82.1,50.0,55.9,11.0,1.4,11.3,83.3,87.3,2015-16,0,0
Boston Celtics,Orlando Magic,91,110,0,2015-11-29,6:00 PM,"Amway Center, Orlando, Florida",36,88,0.409,5,27,0.185,14,20,0.7,9,25,34,28,7,6,11,16,0.47,0.43799999999999994,0.307,0.22699999999999998,19.6,59.5,38.6,77.8,7.5,8.8,10.2,97.0,117.2,2015-16,0,0
Milwaukee Bucks,Charlotte Hornets,82,87,0,2015-11-29,2:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",33,82,0.402,8,28,0.28600000000000003,8,14,0.5710000000000001,13,33,46,25,9,2,14,24,0.465,0.451,0.341,0.171,26.5,82.5,51.7,75.8,10.5,5.1,13.7,95.7,101.5,2015-16,0,0
New York Knicks,Houston Rockets,111,116,0,2015-11-29,7:30 PM,"Madison Square Garden (IV), New York, New York",45,78,0.5770000000000001,6,18,0.33299999999999996,15,17,0.882,5,38,43,22,5,7,21,24,0.649,0.615,0.231,0.218,18.5,69.1,52.4,48.9,5.0,10.0,19.7,111.3,116.3,2015-16,0,1
Los Angeles Lakers,Indiana Pacers,103,107,0,2015-11-29,9:30 PM,"STAPLES Center, Los Angeles, California",38,99,0.384,11,33,0.33299999999999996,16,22,0.727,15,39,54,17,6,5,10,27,0.474,0.439,0.33299999999999996,0.222,26.8,81.3,51.9,44.7,5.9,8.9,8.4,101.3,105.3,2015-16,0,1
Toronto Raptors,Phoenix Suns,102,107,0,2015-11-29,6:00 PM,"Air Canada Centre, Toronto, Canada",38,86,0.442,12,29,0.414,14,17,0.8240000000000001,8,35,43,19,6,7,11,17,0.546,0.512,0.337,0.198,17.8,72.9,46.2,50.0,6.3,10.4,10.5,107.4,112.6,2015-16,0,1
Boston Celtics,Miami Heat,105,95,1,2015-11-30,7:30 PM,"AmericanAirlines Arena, Miami, Florida",38,80,0.475,8,20,0.4,21,25,0.84,12,28,40,23,15,3,15,21,0.5770000000000001,0.525,0.25,0.313,30.8,71.8,51.3,60.5,16.5,5.2,14.2,115.4,104.4,2015-16,0,0
Golden State Warriors,Utah Jazz,106,103,1,2015-11-30,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",40,82,0.488,14,29,0.483,12,15,0.8,14,31,45,21,2,5,15,19,0.598,0.573,0.354,0.183,35.9,75.6,56.3,52.5,2.2,7.1,14.5,117.9,114.5,2015-16,0,0
Chicago Bulls,San Antonio Spurs,92,89,1,2015-11-30,8:00 PM,"United Center, Chicago, Illinois",37,86,0.43,6,16,0.375,12,20,0.6,12,39,51,25,4,6,10,21,0.485,0.465,0.18600000000000003,0.233,25.5,76.5,52.0,67.6,4.4,7.9,9.5,100.3,97.0,2015-16,0,1
Los Angeles Clippers,Portland Trail Blazers,102,87,1,2015-11-30,10:30 PM,"STAPLES Center, Los Angeles, California",33,85,0.38799999999999996,8,19,0.42100000000000004,28,56,0.5,18,37,55,26,7,5,10,22,0.465,0.435,0.22399999999999998,0.659,30.5,74.0,50.5,78.8,7.0,7.8,8.4,101.4,86.5,2015-16,0,1
Atlanta Hawks,Oklahoma City Thunder,106,100,1,2015-11-30,8:00 PM,"Philips Arena, Atlanta, Georgia",39,90,0.433,10,28,0.35700000000000004,18,20,0.9,14,37,51,23,9,8,12,15,0.536,0.489,0.311,0.222,28.6,74.0,51.5,59.0,9.4,10.8,10.8,110.6,104.4,2015-16,0,1
Sacramento Kings,Dallas Mavericks,112,98,1,2015-11-30,10:00 PM,"Sleep Train Arena, Sacramento, California",36,79,0.456,9,31,0.29,31,44,0.705,9,33,42,22,1,1,11,18,0.569,0.513,0.392,0.557,22.5,78.6,51.2,61.1,1.0,2.1,10.1,114.8,100.5,2015-16,0,1
Detroit Pistons,Houston Rockets,116,105,1,2015-11-30,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",45,85,0.529,8,23,0.348,18,37,0.486,14,32,46,22,8,8,11,19,0.573,0.5760000000000001,0.271,0.435,32.6,66.7,50.5,48.9,8.3,13.1,9.8,120.1,108.7,2015-16,0,1
Milwaukee Bucks,Denver Nuggets,92,74,1,2015-11-30,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",35,77,0.455,6,18,0.33299999999999996,16,22,0.727,8,30,38,25,10,12,13,19,0.531,0.494,0.23399999999999999,0.28600000000000003,19.5,75.0,46.9,71.4,11.1,21.4,13.0,101.7,81.8,2015-16,0,1
San Antonio Spurs,Chicago Bulls,89,92,0,2015-11-30,8:00 PM,"United Center, Chicago, Illinois",37,90,0.41100000000000003,2,14,0.14300000000000002,13,18,0.722,12,35,47,20,5,4,9,17,0.45399999999999996,0.42200000000000004,0.156,0.2,23.5,74.5,48.0,54.1,5.5,5.7,8.4,97.0,100.3,2015-16,0,0
Miami Heat,Boston Celtics,95,105,0,2015-11-30,7:30 PM,"AmericanAirlines Arena, Miami, Florida",36,75,0.48,5,17,0.294,18,24,0.75,11,27,38,21,9,6,18,19,0.555,0.513,0.22699999999999998,0.32,28.2,69.2,48.7,58.3,9.9,10.0,17.4,104.4,115.4,2015-16,0,1
Utah Jazz,Golden State Warriors,103,106,0,2015-11-30,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",40,89,0.449,6,19,0.316,17,22,0.773,10,25,35,18,9,2,8,16,0.522,0.483,0.213,0.247,24.4,64.1,43.8,45.0,10.0,3.8,7.5,114.5,117.9,2015-16,0,1
Portland Trail Blazers,Los Angeles Clippers,87,102,0,2015-11-30,10:30 PM,"STAPLES Center, Los Angeles, California",33,87,0.379,5,23,0.217,16,27,0.593,13,41,54,18,6,2,18,38,0.44,0.408,0.264,0.31,26.0,69.5,49.5,54.5,6.0,3.0,15.4,86.5,101.4,2015-16,0,0
Oklahoma City Thunder,Atlanta Hawks,100,106,0,2015-11-30,8:00 PM,"Philips Arena, Atlanta, Georgia",37,93,0.39799999999999996,7,19,0.368,19,22,0.8640000000000001,13,35,48,19,8,8,11,19,0.48700000000000004,0.435,0.204,0.237,26.0,71.4,48.5,51.4,8.3,12.9,9.7,104.4,110.6,2015-16,0,0
Dallas Mavericks,Sacramento Kings,98,112,0,2015-11-30,10:00 PM,"Sleep Train Arena, Sacramento, California",36,84,0.429,9,37,0.243,17,22,0.773,9,31,40,22,8,3,16,30,0.523,0.48200000000000004,0.44,0.262,21.4,77.5,48.8,61.1,8.2,6.3,14.6,100.5,114.8,2015-16,0,0
Houston Rockets,Detroit Pistons,105,116,0,2015-11-30,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",35,88,0.39799999999999996,11,27,0.40700000000000003,24,28,0.857,16,29,45,19,11,7,16,27,0.523,0.46,0.307,0.318,33.3,67.4,49.5,54.3,11.4,11.3,13.8,108.7,120.1,2015-16,0,0
Denver Nuggets,Milwaukee Bucks,74,92,0,2015-11-30,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",28,75,0.373,6,19,0.316,12,16,0.75,10,33,43,19,6,4,22,20,0.451,0.413,0.253,0.213,25.0,80.5,53.1,67.9,6.6,6.8,21.1,81.8,101.7,2015-16,0,0
Memphis Grizzlies,New Orleans Pelicans,113,104,1,2015-12-01,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",43,90,0.478,2,10,0.2,25,26,0.9620000000000001,13,36,49,21,3,4,6,23,0.557,0.489,0.111,0.289,31.7,80.0,57.0,48.8,3.3,7.4,5.6,123.6,113.8,2015-16,0,0
Washington Wizards,Cleveland Cavaliers,97,85,1,2015-12-01,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",39,83,0.47,7,28,0.25,12,16,0.75,2,37,39,23,7,5,12,23,0.539,0.512,0.337,0.193,5.1,78.7,45.3,59.0,7.1,9.4,11.8,98.6,86.4,2015-16,0,0
Dallas Mavericks,Portland Trail Blazers,115,112,1,2015-12-01,10:00 PM,"Moda Center, Portland, Oregon",43,94,0.457,9,29,0.31,20,24,0.833,12,37,49,23,7,5,12,17,0.55,0.505,0.309,0.255,24.5,74.0,49.5,53.5,6.7,8.3,10.3,110.8,107.9,2015-16,0,0
Orlando Magic,Minnesota Timberwolves,96,93,1,2015-12-01,8:00 PM,"Target Center, Minneapolis, Minnesota",38,86,0.442,5,17,0.294,15,20,0.75,11,33,44,19,7,5,13,30,0.506,0.47100000000000003,0.198,0.233,24.4,73.3,48.9,50.0,7.5,8.6,12.1,103.3,100.0,2015-16,0,0
Brooklyn Nets,Phoenix Suns,94,91,1,2015-12-01,7:30 PM,"Barclays Center, Brooklyn, New York",41,84,0.488,4,13,0.308,8,12,0.667,6,36,42,23,10,4,15,19,0.526,0.512,0.155,0.14300000000000002,14.6,90.0,51.9,56.1,10.4,8.5,14.4,97.7,94.6,2015-16,0,1
Philadelphia 76ers,Los Angeles Lakers,103,91,1,2015-12-01,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",37,79,0.46799999999999997,14,32,0.43799999999999994,15,23,0.652,10,37,47,28,6,8,15,18,0.578,0.557,0.405,0.29100000000000004,22.7,75.5,50.5,75.7,6.4,14.5,14.4,109.6,96.9,2015-16,0,1
Phoenix Suns,Brooklyn Nets,91,94,0,2015-12-01,7:30 PM,"Barclays Center, Brooklyn, New York",33,75,0.44,10,28,0.35700000000000004,15,22,0.682,4,35,39,20,9,3,16,13,0.537,0.507,0.373,0.293,10.0,85.4,48.1,60.6,9.4,4.2,15.9,94.6,97.7,2015-16,0,0
Los Angeles Lakers,Philadelphia 76ers,91,103,0,2015-12-01,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",33,89,0.371,8,34,0.235,17,24,0.708,12,34,46,15,4,2,11,19,0.457,0.41600000000000004,0.382,0.27,24.5,77.3,49.5,45.5,4.3,4.3,9.9,96.9,109.6,2015-16,0,0
New Orleans Pelicans,Memphis Grizzlies,104,113,0,2015-12-01,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",35,81,0.43200000000000005,9,27,0.33299999999999996,25,33,0.758,9,28,37,25,3,11,8,21,0.544,0.488,0.33299999999999996,0.40700000000000003,20.0,68.3,43.0,71.4,3.3,13.8,7.7,113.8,123.6,2015-16,0,1
Cleveland Cavaliers,Washington Wizards,85,97,0,2015-12-01,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",28,83,0.337,9,30,0.3,20,23,0.87,10,37,47,15,8,3,18,18,0.456,0.392,0.361,0.27699999999999997,21.3,94.9,54.7,53.6,8.1,5.5,16.2,86.4,98.6,2015-16,0,1
Portland Trail Blazers,Dallas Mavericks,112,115,0,2015-12-01,10:00 PM,"Moda Center, Portland, Oregon",41,100,0.41,15,40,0.375,15,17,0.882,13,37,50,24,6,1,15,23,0.521,0.485,0.4,0.17,26.0,75.5,50.5,58.5,5.8,1.5,12.2,107.9,110.8,2015-16,0,1
Minnesota Timberwolves,Orlando Magic,93,96,0,2015-12-01,8:00 PM,"Target Center, Minneapolis, Minnesota",29,77,0.377,4,19,0.21100000000000002,31,38,0.816,12,34,46,14,7,11,13,20,0.496,0.40299999999999997,0.247,0.494,26.7,75.6,51.1,48.3,7.5,15.9,12.2,100.0,103.3,2015-16,0,1
Toronto Raptors,Atlanta Hawks,96,86,1,2015-12-02,8:00 PM,"Philips Arena, Atlanta, Georgia",36,79,0.456,6,25,0.24,18,24,0.75,8,42,50,12,10,5,12,18,0.536,0.494,0.316,0.304,21.1,76.4,53.8,33.3,10.8,7.9,11.8,103.8,93.0,2015-16,0,0
Golden State Warriors,Charlotte Hornets,116,99,1,2015-12-02,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",46,88,0.523,16,34,0.47100000000000003,8,11,0.727,11,42,53,31,2,9,18,23,0.625,0.614,0.386,0.125,28.2,76.4,56.4,67.4,2.0,14.3,16.2,117.9,100.6,2015-16,0,0
Indiana Pacers,Los Angeles Clippers,103,91,1,2015-12-02,10:30 PM,"STAPLES Center, Los Angeles, California",32,76,0.42100000000000004,7,20,0.35,32,39,0.821,9,38,47,16,7,6,14,26,0.5529999999999999,0.467,0.263,0.513,23.1,79.2,54.0,50.0,7.2,11.5,13.1,106.5,94.1,2015-16,0,0
Los Angeles Lakers,Washington Wizards,108,104,1,2015-12-02,7:00 PM,"Verizon Center, Washington, District of Columbia",41,96,0.42700000000000005,8,25,0.32,18,20,0.9,16,29,45,17,18,3,16,22,0.515,0.469,0.26,0.20800000000000002,32.7,78.4,52.3,41.5,17.5,5.2,13.2,105.1,101.2,2015-16,0,0
New York Knicks,Philadelphia 76ers,99,87,1,2015-12-02,7:30 PM,"Madison Square Garden (IV), New York, New York",38,88,0.43200000000000005,4,19,0.21100000000000002,19,22,0.8640000000000001,8,42,50,19,5,9,17,17,0.507,0.455,0.21600000000000003,0.25,18.6,85.7,54.3,50.0,4.9,16.1,14.8,97.0,85.2,2015-16,0,1
Houston Rockets,New Orleans Pelicans,108,101,1,2015-12-02,8:00 PM,"Toyota Center, Houston, Texas",36,87,0.414,8,27,0.29600000000000004,28,39,0.718,9,33,42,20,9,7,10,23,0.518,0.46,0.31,0.44799999999999995,18.4,67.3,42.9,55.6,8.8,11.1,8.8,105.2,98.3,2015-16,0,1
Detroit Pistons,Phoenix Suns,127,122,1,2015-12-02,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",44,87,0.506,12,27,0.444,27,44,0.614,13,37,50,24,10,1,18,20,0.597,0.575,0.31,0.506,33.3,78.7,58.1,54.5,9.4,1.6,14.5,118.8,114.1,2015-16,0,1
San Antonio Spurs,Milwaukee Bucks,95,70,1,2015-12-02,8:30 PM,"AT&T Center, San Antonio, Texas",37,90,0.41100000000000003,7,21,0.33299999999999996,14,20,0.7,11,43,54,25,11,9,11,12,0.48100000000000004,0.45,0.233,0.222,22.4,87.8,55.1,67.6,11.5,14.1,10.0,99.7,73.4,2015-16,0,1
Chicago Bulls,Denver Nuggets,99,90,1,2015-12-02,8:00 PM,"United Center, Chicago, Illinois",36,89,0.40399999999999997,6,17,0.353,21,27,0.778,15,47,62,22,3,10,14,17,0.491,0.43799999999999994,0.191,0.303,29.4,78.3,55.9,61.1,3.1,12.8,12.2,102.7,93.4,2015-16,0,1
Philadelphia 76ers,New York Knicks,87,99,0,2015-12-02,7:30 PM,"Madison Square Garden (IV), New York, New York",32,86,0.37200000000000005,9,30,0.3,14,24,0.583,7,35,42,11,8,7,13,19,0.45,0.424,0.349,0.27899999999999997,14.3,81.4,45.7,34.4,7.8,10.1,11.9,85.2,97.0,2015-16,0,0
New Orleans Pelicans,Houston Rockets,101,108,0,2015-12-02,8:00 PM,"Toyota Center, Houston, Texas",36,88,0.409,7,25,0.28,22,25,0.88,16,40,56,20,5,6,23,32,0.51,0.449,0.284,0.284,32.7,81.6,57.1,55.6,4.9,10.0,18.9,98.3,105.2,2015-16,0,0
Phoenix Suns,Detroit Pistons,122,127,0,2015-12-02,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",47,97,0.485,14,33,0.424,14,15,0.9329999999999999,10,26,36,28,7,3,15,33,0.589,0.557,0.34,0.155,21.3,66.7,41.9,59.6,6.5,5.0,12.6,114.1,118.8,2015-16,0,0
Milwaukee Bucks,San Antonio Spurs,70,95,0,2015-12-02,8:30 PM,"AT&T Center, San Antonio, Texas",26,78,0.33299999999999996,3,14,0.214,15,18,0.833,6,38,44,17,7,6,16,20,0.40700000000000003,0.353,0.179,0.231,12.2,77.6,44.9,65.4,7.3,8.7,15.7,73.4,99.7,2015-16,0,0
Denver Nuggets,Chicago Bulls,90,99,0,2015-12-02,8:00 PM,"United Center, Chicago, Illinois",36,93,0.387,5,15,0.33299999999999996,13,22,0.591,13,36,49,26,8,8,7,22,0.43799999999999994,0.414,0.161,0.237,21.7,70.6,44.1,72.2,8.3,11.1,6.4,93.4,102.7,2015-16,0,0
Atlanta Hawks,Toronto Raptors,86,96,0,2015-12-02,8:00 PM,"Philips Arena, Atlanta, Georgia",33,90,0.36700000000000005,8,27,0.29600000000000004,12,16,0.75,13,30,43,22,8,7,12,20,0.44299999999999995,0.41100000000000003,0.3,0.17800000000000002,23.6,78.9,46.2,66.7,8.7,13.0,11.0,93.0,103.8,2015-16,0,1
Charlotte Hornets,Golden State Warriors,99,116,0,2015-12-02,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",35,94,0.37200000000000005,9,31,0.29,20,30,0.667,13,28,41,19,10,7,8,13,0.462,0.42,0.33,0.319,23.6,71.8,43.6,54.3,10.2,13.0,6.9,100.6,117.9,2015-16,0,1
