Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Cleveland Cavaliers,Chicago Bulls,83,96,0,2016-01-23,8:30 PM,"Quicken Loans Arena, Cleveland, Ohio",35,94,0.37200000000000005,4,24,0.16699999999999998,9,22,0.409,16,32,48,17,5,5,4,18,0.4,0.39399999999999996,0.255,0.23399999999999999,28.6,71.1,47.5,48.6,5.8,7.1,3.7,95.6,110.6,2015-16,0,1
Boston Celtics,Philadelphia 76ers,112,92,1,2016-01-24,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",43,97,0.44299999999999995,11,25,0.44,15,19,0.789,15,36,51,29,14,2,16,17,0.532,0.5,0.258,0.196,30.6,73.5,52.0,67.4,13.5,3.2,13.2,107.9,88.6,2015-16,0,0
Brooklyn Nets,Oklahoma City Thunder,116,106,1,2016-01-24,7:30 PM,"Barclays Center, Brooklyn, New York",45,94,0.479,8,17,0.47100000000000003,18,25,0.72,18,31,49,24,10,7,11,17,0.552,0.521,0.18100000000000002,0.266,36.0,68.9,51.6,53.3,10.3,10.4,9.5,119.5,109.2,2015-16,0,1
Toronto Raptors,Los Angeles Clippers,112,94,1,2016-01-24,6:00 PM,"Air Canada Centre, Toronto, Canada",41,83,0.494,12,22,0.545,18,26,0.6920000000000001,8,36,44,19,8,3,15,26,0.593,0.5660000000000001,0.265,0.313,22.9,83.7,56.4,46.3,8.3,6.0,13.7,116.8,98.0,2015-16,0,1
Houston Rockets,Dallas Mavericks,115,104,1,2016-01-24,3:30 PM,"Toyota Center, Houston, Texas",43,89,0.483,15,44,0.341,14,21,0.667,9,31,40,27,9,7,7,21,0.585,0.5670000000000001,0.494,0.23600000000000002,24.3,79.5,52.6,62.8,9.7,14.3,6.7,124.5,112.6,2015-16,0,1
Oklahoma City Thunder,Brooklyn Nets,106,116,0,2016-01-24,7:30 PM,"Barclays Center, Brooklyn, New York",43,93,0.462,8,26,0.308,12,19,0.632,14,32,46,20,7,5,14,19,0.523,0.505,0.28,0.204,31.1,64.0,48.4,46.5,7.2,6.5,12.1,109.2,119.5,2015-16,0,0
Los Angeles Clippers,Toronto Raptors,94,112,0,2016-01-24,6:00 PM,"Air Canada Centre, Toronto, Canada",34,76,0.447,8,26,0.308,18,30,0.6,7,27,34,21,6,3,13,28,0.527,0.5,0.342,0.395,16.3,77.1,43.6,61.8,6.3,4.9,12.7,98.0,116.8,2015-16,0,0
Dallas Mavericks,Houston Rockets,104,115,0,2016-01-24,3:30 PM,"Toyota Center, Houston, Texas",36,79,0.456,15,30,0.5,17,22,0.773,8,28,36,17,4,4,14,20,0.586,0.551,0.38,0.278,20.5,75.7,47.4,47.2,4.3,8.9,13.6,112.6,124.5,2015-16,0,0
Philadelphia 76ers,Boston Celtics,92,112,0,2016-01-24,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",35,89,0.39299999999999996,8,26,0.308,14,20,0.7,13,34,47,17,12,6,23,20,0.47,0.43799999999999994,0.292,0.225,26.5,69.4,48.0,48.6,11.6,8.3,19.0,88.6,107.9,2015-16,0,1
Miami Heat,Chicago Bulls,89,84,1,2016-01-25,8:00 PM,"United Center, Chicago, Illinois",37,81,0.457,3,14,0.214,12,17,0.706,6,40,46,21,7,3,11,15,0.503,0.475,0.17300000000000001,0.21,14.0,76.9,48.4,56.8,7.6,4.3,11.1,96.2,90.8,2015-16,0,0
Boston Celtics,Washington Wizards,116,91,1,2016-01-25,7:00 PM,"Verizon Center, Washington, District of Columbia",44,90,0.489,9,22,0.409,19,23,0.826,7,36,43,31,12,1,10,23,0.579,0.539,0.244,0.256,17.1,87.8,52.4,70.5,11.9,2.0,9.1,114.7,90.0,2015-16,0,0
Detroit Pistons,Utah Jazz,95,92,1,2016-01-25,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",34,75,0.45299999999999996,11,22,0.5,16,33,0.485,7,35,42,19,7,1,10,18,0.531,0.527,0.293,0.44,15.9,74.5,46.2,55.9,7.7,1.8,10.0,104.1,100.8,2015-16,0,0
Houston Rockets,New Orleans Pelicans,112,111,1,2016-01-25,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",38,80,0.475,19,40,0.475,17,21,0.81,7,31,38,22,7,5,13,20,0.628,0.594,0.5,0.263,17.1,66.0,43.2,57.9,7.4,8.1,12.7,118.6,117.5,2015-16,0,0
Atlanta Hawks,Denver Nuggets,119,105,1,2016-01-25,9:00 PM,"Pepsi Center, Denver, Colorado",43,86,0.5,9,27,0.33299999999999996,24,26,0.9229999999999999,10,32,42,28,11,3,14,24,0.611,0.552,0.314,0.302,24.4,72.7,49.4,65.1,11.1,4.7,12.6,120.1,106.0,2015-16,0,0
Charlotte Hornets,Sacramento Kings,129,128,1,2016-01-25,10:00 PM,"Sleep Train Arena, Sacramento, California",44,110,0.4,20,44,0.455,21,26,0.8079999999999999,16,30,46,27,11,2,9,31,0.531,0.491,0.4,0.23600000000000002,25.4,76.9,45.1,61.4,9.7,2.9,6.9,113.8,113.0,2015-16,0,0
Memphis Grizzlies,Orlando Magic,108,102,1,2016-01-25,8:00 PM,"FedEx Forum, Memphis, Tennessee",43,100,0.43,6,18,0.33299999999999996,16,25,0.64,18,36,54,25,12,5,10,16,0.486,0.46,0.18,0.25,32.1,81.8,54.0,58.1,11.9,8.6,8.3,106.9,101.0,2015-16,0,1
Golden State Warriors,San Antonio Spurs,120,90,1,2016-01-25,10:30 PM,"Oracle Arena, Oakland, California",44,85,0.518,11,26,0.423,21,25,0.84,10,35,45,31,15,3,21,25,0.625,0.5820000000000001,0.306,0.294,25.6,79.5,54.2,70.5,14.5,5.0,17.9,116.1,87.1,2015-16,0,1
Cleveland Cavaliers,Minnesota Timberwolves,114,107,1,2016-01-25,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",45,89,0.506,11,31,0.355,13,20,0.65,12,31,43,30,7,3,15,18,0.583,0.5670000000000001,0.348,0.225,28.6,79.5,53.1,66.7,7.3,4.4,13.3,118.6,111.3,2015-16,0,1
Orlando Magic,Memphis Grizzlies,102,108,0,2016-01-25,8:00 PM,"FedEx Forum, Memphis, Tennessee",40,86,0.465,10,28,0.35700000000000004,12,14,0.857,8,38,46,24,2,6,19,22,0.5529999999999999,0.523,0.326,0.163,18.2,67.9,46.0,60.0,2.0,7.3,17.1,101.0,106.9,2015-16,0,0
San Antonio Spurs,Golden State Warriors,90,120,0,2016-01-25,10:30 PM,"Oracle Arena, Oakland, California",31,74,0.419,5,14,0.35700000000000004,23,31,0.742,9,29,38,21,11,4,25,21,0.513,0.45299999999999996,0.18899999999999997,0.419,20.5,74.4,45.8,67.7,10.6,6.8,22.2,87.1,116.1,2015-16,0,0
Minnesota Timberwolves,Cleveland Cavaliers,107,114,0,2016-01-25,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",41,84,0.488,4,16,0.25,21,23,0.9129999999999999,8,30,38,28,10,2,10,24,0.568,0.512,0.19,0.27399999999999997,20.5,71.4,46.9,68.3,10.4,3.4,9.6,111.3,118.6,2015-16,0,0
Chicago Bulls,Miami Heat,84,89,0,2016-01-25,8:00 PM,"United Center, Chicago, Illinois",35,88,0.39799999999999996,5,18,0.278,9,12,0.75,12,37,49,18,5,3,13,18,0.45,0.426,0.205,0.136,23.1,86.0,51.6,51.4,5.4,4.5,12.2,90.8,96.2,2015-16,0,1
Washington Wizards,Boston Celtics,91,116,0,2016-01-25,7:00 PM,"Verizon Center, Washington, District of Columbia",32,75,0.42700000000000005,7,24,0.292,20,30,0.667,5,34,39,24,5,3,20,19,0.516,0.473,0.32,0.4,12.2,82.9,47.6,75.0,4.9,4.4,18.5,90.0,114.7,2015-16,0,1
Utah Jazz,Detroit Pistons,92,95,0,2016-01-25,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",34,85,0.4,9,29,0.31,15,18,0.833,12,37,49,18,5,4,13,26,0.495,0.45299999999999996,0.341,0.212,25.5,84.1,53.8,52.9,5.5,7.5,12.3,100.8,104.1,2015-16,0,1
New Orleans Pelicans,Houston Rockets,111,112,0,2016-01-25,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",42,91,0.462,13,29,0.44799999999999995,14,25,0.56,16,34,50,23,8,4,12,16,0.544,0.5329999999999999,0.319,0.275,34.0,82.9,56.8,54.8,8.5,10.0,10.5,117.5,118.6,2015-16,0,1
Denver Nuggets,Atlanta Hawks,105,119,0,2016-01-25,9:00 PM,"Pepsi Center, Denver, Colorado",33,84,0.39299999999999996,6,20,0.3,33,37,0.892,12,31,43,18,10,3,15,18,0.524,0.429,0.23800000000000002,0.44,27.3,75.6,50.6,54.5,10.1,5.1,13.0,106.0,120.1,2015-16,0,1
Sacramento Kings,Charlotte Hornets,128,129,0,2016-01-25,10:00 PM,"Sleep Train Arena, Sacramento, California",48,91,0.527,7,23,0.304,25,32,0.7809999999999999,9,47,56,36,4,8,22,31,0.609,0.5660000000000001,0.253,0.35200000000000004,23.1,74.6,54.9,75.0,3.5,12.1,17.3,113.0,113.8,2015-16,0,1
Dallas Mavericks,Los Angeles Lakers,92,90,1,2016-01-26,10:30 PM,"STAPLES Center, Los Angeles, California",33,76,0.434,6,25,0.24,20,26,0.769,5,30,35,21,5,1,6,20,0.526,0.474,0.32899999999999996,0.342,11.4,78.9,42.7,63.6,5.7,2.0,6.4,105.5,103.2,2015-16,0,0
Miami Heat,Brooklyn Nets,102,98,1,2016-01-26,7:30 PM,"Barclays Center, Brooklyn, New York",45,83,0.542,3,9,0.33299999999999996,9,10,0.9,5,32,37,27,10,4,12,20,0.584,0.56,0.10800000000000001,0.12,14.7,91.4,53.6,60.0,10.8,7.5,12.1,109.7,105.4,2015-16,0,0
Los Angeles Clippers,Indiana Pacers,91,89,1,2016-01-26,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",32,78,0.41,15,37,0.405,12,24,0.5,9,35,44,16,9,5,15,20,0.514,0.506,0.474,0.308,20.0,74.5,47.8,50.0,9.5,7.5,14.5,96.2,94.1,2015-16,0,0
Oklahoma City Thunder,New York Knicks,128,122,1,2016-01-26,7:30 PM,"Madison Square Garden (IV), New York, New York",46,99,0.465,11,20,0.55,25,29,0.862,16,43,59,23,7,2,13,22,0.573,0.52,0.20199999999999999,0.293,32.7,82.7,58.4,50.0,6.6,2.8,10.4,121.0,115.3,2015-16,0,0
Philadelphia 76ers,Phoenix Suns,113,103,1,2016-01-26,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",39,81,0.48100000000000004,11,28,0.39299999999999996,24,36,0.667,8,33,41,25,9,6,11,23,0.583,0.5489999999999999,0.34600000000000003,0.444,18.6,76.7,47.7,64.1,9.1,9.4,10.2,114.0,103.9,2015-16,0,1
Toronto Raptors,Washington Wizards,106,89,1,2016-01-26,7:30 PM,"Air Canada Centre, Toronto, Canada",35,79,0.44299999999999995,11,29,0.379,25,32,0.7809999999999999,11,37,48,20,7,3,15,22,0.569,0.513,0.36700000000000005,0.405,28.2,84.1,57.8,57.1,7.5,4.8,13.9,114.0,95.8,2015-16,0,1
Portland Trail Blazers,Sacramento Kings,112,97,1,2016-01-26,10:00 PM,"Moda Center, Portland, Oregon",44,90,0.489,9,30,0.3,15,19,0.789,10,38,48,28,6,8,12,23,0.569,0.539,0.33299999999999996,0.21100000000000002,22.2,79.2,51.6,63.6,6.0,11.9,10.9,112.4,97.3,2015-16,0,1
Milwaukee Bucks,Orlando Magic,107,100,1,2016-01-26,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",38,77,0.494,5,13,0.385,26,31,0.8390000000000001,11,34,45,22,5,7,12,23,0.59,0.526,0.16899999999999998,0.40299999999999997,28.9,73.9,53.6,57.9,5.6,12.5,11.7,119.7,111.9,2015-16,0,1
Phoenix Suns,Philadelphia 76ers,103,113,0,2016-01-26,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",39,83,0.47,6,19,0.316,19,28,0.679,10,35,45,27,6,6,17,30,0.54,0.506,0.22899999999999998,0.337,23.3,81.4,52.3,69.2,6.1,11.3,15.1,103.9,114.0,2015-16,0,0
Washington Wizards,Toronto Raptors,89,106,0,2016-01-26,7:30 PM,"Air Canada Centre, Toronto, Canada",32,78,0.41,4,15,0.267,21,28,0.75,7,28,35,20,7,3,11,24,0.493,0.436,0.192,0.359,15.9,71.8,42.2,62.5,7.5,6.0,10.9,95.8,114.0,2015-16,0,0
Sacramento Kings,Portland Trail Blazers,97,112,0,2016-01-26,10:00 PM,"Moda Center, Portland, Oregon",36,86,0.419,7,19,0.368,18,32,0.563,10,35,45,26,7,5,13,18,0.485,0.45899999999999996,0.221,0.37200000000000005,20.8,77.8,48.4,72.2,7.0,8.3,11.5,97.3,112.4,2015-16,0,0
Orlando Magic,Milwaukee Bucks,100,107,0,2016-01-26,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",33,80,0.413,13,24,0.542,21,29,0.7240000000000001,12,27,39,22,6,4,11,22,0.539,0.494,0.3,0.363,26.1,71.1,46.4,66.7,6.7,6.3,10.6,111.9,119.7,2015-16,0,0
Los Angeles Lakers,Dallas Mavericks,90,92,0,2016-01-26,10:30 PM,"STAPLES Center, Los Angeles, California",30,74,0.405,7,25,0.28,23,28,0.821,8,39,47,15,4,7,12,25,0.521,0.45299999999999996,0.33799999999999997,0.37799999999999995,21.1,88.6,57.3,50.0,4.6,13.7,12.2,103.2,105.5,2015-16,0,1
Brooklyn Nets,Miami Heat,98,102,0,2016-01-26,7:30 PM,"Barclays Center, Brooklyn, New York",36,71,0.507,9,18,0.5,17,23,0.7390000000000001,3,29,32,24,5,2,16,15,0.604,0.57,0.254,0.324,8.6,85.3,46.4,66.7,5.4,2.7,16.5,105.4,109.7,2015-16,0,1
Indiana Pacers,Los Angeles Clippers,89,91,0,2016-01-26,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",35,83,0.42200000000000004,5,16,0.313,14,24,0.583,12,36,48,18,7,2,17,17,0.47600000000000003,0.452,0.193,0.289,25.5,80.0,52.2,51.4,7.4,4.9,15.4,94.1,96.2,2015-16,0,1
New York Knicks,Oklahoma City Thunder,122,128,0,2016-01-26,7:30 PM,"Madison Square Garden (IV), New York, New York",44,95,0.46299999999999997,11,23,0.478,23,30,0.767,9,33,42,24,9,7,9,21,0.564,0.521,0.242,0.316,17.3,67.3,41.6,54.5,8.5,8.9,7.7,115.3,121.0,2015-16,0,1
Los Angeles Clippers,Atlanta Hawks,85,83,1,2016-01-27,8:00 PM,"Philips Arena, Atlanta, Georgia",33,85,0.38799999999999996,5,27,0.185,14,21,0.667,9,37,46,18,16,5,11,14,0.451,0.418,0.318,0.247,18.0,82.2,48.4,54.5,16.6,8.9,10.5,88.4,86.4,2015-16,0,0
Oklahoma City Thunder,Minnesota Timberwolves,126,123,1,2016-01-27,8:00 PM,"Target Center, Minneapolis, Minnesota",48,91,0.527,10,20,0.5,20,21,0.9520000000000001,15,32,47,23,0,6,12,25,0.628,0.5820000000000001,0.22,0.231,39.5,72.7,57.3,47.9,0.0,7.9,10.7,132.1,129.0,2015-16,0,0
Detroit Pistons,Philadelphia 76ers,110,97,1,2016-01-27,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,91,0.429,5,21,0.23800000000000002,27,38,0.711,21,30,51,15,9,2,10,19,0.511,0.456,0.231,0.418,42.0,76.9,57.3,38.5,9.6,3.2,8.5,117.6,103.7,2015-16,0,1
Boston Celtics,Denver Nuggets,111,103,1,2016-01-27,7:30 PM,"TD Garden, Boston, Massachusetts",41,96,0.42700000000000005,9,28,0.321,20,24,0.833,14,34,48,29,15,5,11,24,0.521,0.474,0.292,0.25,26.4,70.8,47.5,70.7,14.8,7.9,9.4,109.4,101.5,2015-16,0,1
Golden State Warriors,Dallas Mavericks,127,107,1,2016-01-27,10:30 PM,"Oracle Arena, Oakland, California",47,81,0.58,14,29,0.483,19,21,0.905,7,33,40,33,5,4,9,18,0.7040000000000001,0.667,0.358,0.259,21.2,80.5,54.1,70.2,5.4,7.1,9.1,138.4,116.6,2015-16,0,1
Utah Jazz,Charlotte Hornets,102,73,1,2016-01-27,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",40,81,0.494,12,31,0.387,10,15,0.667,7,38,45,23,10,6,10,18,0.5820000000000001,0.568,0.38299999999999995,0.185,18.9,88.4,56.3,57.5,11.3,14.0,10.2,114.8,82.1,2015-16,0,1
Cleveland Cavaliers,Phoenix Suns,115,93,1,2016-01-27,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",45,81,0.556,11,28,0.39299999999999996,14,16,0.875,10,27,37,34,12,3,13,17,0.653,0.623,0.34600000000000003,0.198,31.3,69.2,52.1,75.6,13.5,6.0,12.9,129.1,104.4,2015-16,0,1
San Antonio Spurs,Houston Rockets,130,99,1,2016-01-27,8:00 PM,"AT&T Center, San Antonio, Texas",50,90,0.556,12,23,0.522,18,21,0.857,12,37,49,34,7,3,13,28,0.655,0.622,0.256,0.233,30.0,75.5,55.1,68.0,7.2,7.0,11.6,132.9,101.2,2015-16,0,1
Philadelphia 76ers,Detroit Pistons,97,110,0,2016-01-27,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,82,0.47600000000000003,7,19,0.368,12,17,0.706,9,29,38,24,6,7,16,27,0.542,0.518,0.23199999999999998,0.207,23.1,58.0,42.7,61.5,6.4,10.0,15.2,103.7,117.6,2015-16,0,0
Denver Nuggets,Boston Celtics,103,111,0,2016-01-27,7:30 PM,"TD Garden, Boston, Massachusetts",36,84,0.429,7,21,0.33299999999999996,24,32,0.75,14,39,53,23,4,6,20,22,0.525,0.47,0.25,0.381,29.2,73.6,52.5,63.9,3.9,8.8,16.9,101.5,109.4,2015-16,0,0
Dallas Mavericks,Golden State Warriors,107,127,0,2016-01-27,10:30 PM,"Oracle Arena, Oakland, California",44,87,0.506,11,31,0.355,8,12,0.667,8,26,34,20,4,0,10,21,0.58,0.569,0.35600000000000004,0.138,19.5,78.8,45.9,45.5,4.4,0.0,9.8,116.6,138.4,2015-16,0,0
Charlotte Hornets,Utah Jazz,73,102,0,2016-01-27,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",25,68,0.368,6,25,0.24,17,21,0.81,5,30,35,10,6,0,18,15,0.473,0.41200000000000003,0.368,0.309,11.6,81.1,43.8,40.0,6.8,0.0,18.9,82.1,114.8,2015-16,0,0
Phoenix Suns,Cleveland Cavaliers,93,115,0,2016-01-27,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",33,70,0.47100000000000003,8,20,0.4,19,25,0.76,12,22,34,25,6,2,22,17,0.574,0.529,0.28600000000000003,0.35700000000000004,30.8,68.8,47.9,75.8,6.7,3.8,21.4,104.4,129.1,2015-16,0,0
Houston Rockets,San Antonio Spurs,99,130,0,2016-01-27,8:00 PM,"AT&T Center, San Antonio, Texas",28,73,0.384,8,30,0.267,35,52,0.6729999999999999,12,28,40,14,7,11,15,22,0.516,0.43799999999999994,0.41100000000000003,0.7120000000000001,24.5,70.0,44.9,50.0,7.2,16.4,13.5,101.2,132.9,2015-16,0,0
Atlanta Hawks,Los Angeles Clippers,83,85,0,2016-01-27,8:00 PM,"Philips Arena, Atlanta, Georgia",33,79,0.418,10,23,0.435,7,14,0.5,8,41,49,21,6,3,22,17,0.48700000000000004,0.48100000000000004,0.29100000000000004,0.177,17.8,82.0,51.6,63.6,6.2,5.2,20.5,86.4,88.4,2015-16,0,1
Minnesota Timberwolves,Oklahoma City Thunder,123,126,0,2016-01-27,8:00 PM,"Target Center, Minneapolis, Minnesota",50,90,0.556,5,14,0.35700000000000004,18,28,0.643,12,23,35,31,6,4,8,16,0.601,0.583,0.156,0.311,27.3,60.5,42.7,62.0,6.3,5.6,7.3,129.0,132.1,2015-16,0,1
Chicago Bulls,Los Angeles Lakers,114,91,1,2016-01-28,10:30 PM,"STAPLES Center, Los Angeles, California",47,95,0.495,6,17,0.353,14,16,0.875,12,39,51,29,12,5,10,19,0.5589999999999999,0.526,0.179,0.168,28.6,78.0,55.4,61.7,12.5,8.3,8.9,118.5,94.6,2015-16,0,0
Denver Nuggets,Washington Wizards,117,113,1,2016-01-28,7:00 PM,"Verizon Center, Washington, District of Columbia",41,81,0.506,9,18,0.5,26,33,0.7879999999999999,7,32,39,25,9,5,15,25,0.612,0.562,0.222,0.40700000000000003,19.4,72.7,48.8,61.0,9.0,8.3,13.6,116.7,112.7,2015-16,0,0
Toronto Raptors,New York Knicks,103,93,1,2016-01-28,8:00 PM,"Air Canada Centre, Toronto, Canada",37,85,0.435,8,20,0.4,21,29,0.7240000000000001,15,35,50,21,7,11,10,19,0.527,0.48200000000000004,0.235,0.341,34.9,74.5,55.6,56.8,7.8,15.9,9.3,114.9,103.7,2015-16,0,1
Indiana Pacers,Atlanta Hawks,111,92,1,2016-01-28,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",38,78,0.48700000000000004,9,15,0.6,26,30,0.867,10,39,49,20,10,8,16,17,0.609,0.545,0.192,0.385,27.0,88.6,60.5,52.6,10.3,14.5,14.9,114.6,95.0,2015-16,0,1
Memphis Grizzlies,Milwaukee Bucks,103,83,1,2016-01-28,8:00 PM,"FedEx Forum, Memphis, Tennessee",38,80,0.475,10,28,0.35700000000000004,17,20,0.85,9,28,37,28,7,5,11,23,0.58,0.5379999999999999,0.35,0.25,23.1,63.6,44.6,73.7,8.1,7.9,11.0,119.1,96.0,2015-16,0,1
New Orleans Pelicans,Sacramento Kings,114,105,1,2016-01-28,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",43,98,0.439,10,26,0.385,18,24,0.75,12,35,47,25,9,6,14,20,0.525,0.49,0.265,0.245,25.0,89.7,54.0,58.1,8.5,9.8,11.4,107.8,99.3,2015-16,0,1
New York Knicks,Toronto Raptors,93,103,0,2016-01-28,8:00 PM,"Air Canada Centre, Toronto, Canada",38,87,0.43700000000000006,7,18,0.389,10,20,0.5,12,28,40,20,6,8,9,19,0.485,0.47700000000000004,0.207,0.23,25.5,65.1,44.4,52.6,6.7,12.3,8.6,103.7,114.9,2015-16,0,0
Atlanta Hawks,Indiana Pacers,92,111,0,2016-01-28,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",33,83,0.39799999999999996,7,28,0.25,19,21,0.905,5,27,32,20,9,4,14,22,0.499,0.44,0.337,0.253,11.4,73.0,39.5,60.6,9.3,6.3,13.2,95.0,114.6,2015-16,0,0
Milwaukee Bucks,Memphis Grizzlies,83,103,0,2016-01-28,8:00 PM,"FedEx Forum, Memphis, Tennessee",29,79,0.36700000000000005,1,16,0.063,24,27,0.889,16,30,46,17,8,3,14,16,0.457,0.373,0.203,0.342,36.4,76.9,55.4,58.6,9.2,5.8,13.3,96.0,119.1,2015-16,0,0
Sacramento Kings,New Orleans Pelicans,105,114,0,2016-01-28,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",40,89,0.449,10,28,0.35700000000000004,15,20,0.75,4,36,40,29,6,8,13,20,0.537,0.506,0.315,0.225,10.3,75.0,46.0,72.5,5.7,11.1,11.7,99.3,107.8,2015-16,0,0
Los Angeles Lakers,Chicago Bulls,91,114,0,2016-01-28,10:30 PM,"STAPLES Center, Los Angeles, California",32,85,0.376,9,25,0.36,18,23,0.7829999999999999,11,30,41,21,6,4,14,17,0.478,0.429,0.294,0.271,22.0,71.4,44.6,65.6,6.2,5.1,12.8,94.6,118.5,2015-16,0,1
Washington Wizards,Denver Nuggets,113,117,0,2016-01-28,7:00 PM,"Verizon Center, Washington, District of Columbia",39,88,0.44299999999999995,11,28,0.39299999999999996,24,30,0.8,12,29,41,21,13,7,14,28,0.5579999999999999,0.506,0.318,0.341,27.3,80.6,51.3,53.8,13.0,11.1,12.2,112.7,116.7,2015-16,0,1
Miami Heat,Milwaukee Bucks,107,103,1,2016-01-29,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",37,74,0.5,7,18,0.389,26,32,0.813,8,26,34,27,12,9,17,23,0.607,0.547,0.243,0.43200000000000005,22.9,66.7,45.9,73.0,12.6,13.2,16.2,112.6,108.4,2015-16,0,0
Cleveland Cavaliers,Detroit Pistons,114,106,1,2016-01-29,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,83,0.47,9,23,0.391,27,29,0.9309999999999999,10,37,47,20,4,1,7,25,0.595,0.524,0.27699999999999997,0.349,25.0,80.4,54.7,51.3,4.3,1.6,6.8,123.9,115.2,2015-16,0,0
Portland Trail Blazers,Charlotte Hornets,109,91,1,2016-01-29,10:00 PM,"Moda Center, Portland, Oregon",45,92,0.489,7,20,0.35,12,16,0.75,13,38,51,24,10,4,11,21,0.55,0.527,0.217,0.174,28.3,73.1,52.0,53.3,10.6,7.8,10.0,115.8,96.7,2015-16,0,1
Oklahoma City Thunder,Houston Rockets,116,108,1,2016-01-29,8:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",41,86,0.47700000000000004,8,19,0.42100000000000004,26,30,0.867,11,46,57,23,6,7,18,29,0.585,0.523,0.221,0.349,27.5,80.7,58.8,56.1,5.6,12.5,15.4,109.0,101.5,2015-16,0,1
New York Knicks,Phoenix Suns,102,84,1,2016-01-29,7:30 PM,"Madison Square Garden (IV), New York, New York",36,84,0.429,7,20,0.35,23,26,0.885,10,39,49,24,12,7,8,18,0.534,0.47,0.23800000000000002,0.31,22.2,76.5,51.0,66.7,13.0,11.9,7.7,110.8,91.2,2015-16,0,1
Los Angeles Clippers,Los Angeles Lakers,105,93,1,2016-01-29,10:30 PM,"STAPLES Center, Los Angeles, California",40,81,0.494,8,26,0.308,17,24,0.708,5,33,38,20,10,9,8,19,0.573,0.5429999999999999,0.321,0.29600000000000004,11.9,75.0,44.2,50.0,10.7,13.8,8.0,112.5,99.7,2015-16,0,1
Utah Jazz,Minnesota Timberwolves,103,90,1,2016-01-29,9:00 PM,"Vivint Smart Home Arena, Salt Lake City, Utah",40,76,0.526,10,25,0.4,13,16,0.813,10,30,40,24,8,5,13,21,0.62,0.5920000000000001,0.32899999999999996,0.21100000000000002,28.6,69.8,51.3,60.0,9.4,7.7,13.5,120.6,105.4,2015-16,0,1
Dallas Mavericks,Brooklyn Nets,91,79,1,2016-01-29,8:30 PM,"American Airlines Center, Dallas, Texas",37,80,0.46299999999999997,8,21,0.381,9,15,0.6,10,39,49,22,6,5,12,17,0.525,0.513,0.263,0.188,22.7,79.6,52.7,59.5,6.9,8.6,12.2,104.7,90.9,2015-16,0,1
Boston Celtics,Orlando Magic,113,94,1,2016-01-29,7:30 PM,"TD Garden, Boston, Massachusetts",43,86,0.5,10,24,0.41700000000000004,17,21,0.81,8,38,46,28,8,6,12,20,0.593,0.5579999999999999,0.27899999999999997,0.244,20.0,80.9,52.9,65.1,8.2,10.2,11.2,116.4,96.8,2015-16,0,1
Charlotte Hornets,Portland Trail Blazers,91,109,0,2016-01-29,10:00 PM,"Moda Center, Portland, Oregon",31,80,0.38799999999999996,10,29,0.345,19,28,0.679,14,33,47,17,9,4,16,12,0.493,0.45,0.363,0.35,26.9,71.7,48.0,54.8,9.6,5.6,14.8,96.7,115.8,2015-16,0,0
