Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Dallas Mavericks,Atlanta Hawks,118,109,1,2013-10-30,8:30 PM,"American Airlines Center, Dallas, Texas",44,77,0.5710000000000001,11,24,0.45799999999999996,19,24,0.792,7,35,42,31,7,2,20,22,0.674,0.643,0.312,0.312,20.0,87.5,56.0,70.5,7.0,3.8,18.6,117.2,108.3,2013-14,0,1
Cleveland Cavaliers,Brooklyn Nets,98,94,1,2013-10-30,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",35,84,0.41700000000000004,5,15,0.33299999999999996,23,34,0.6759999999999999,16,32,48,21,7,3,11,20,0.495,0.446,0.179,0.405,36.4,78.0,56.5,60.0,7.6,5.2,10.0,106.2,101.8,2013-14,0,1
Golden State Warriors,Los Angeles Lakers,125,94,1,2013-10-30,10:30 PM,"Oracle Arena, Oakland, California",46,86,0.535,15,27,0.556,18,23,0.7829999999999999,7,41,48,34,8,9,15,22,0.65,0.622,0.314,0.267,18.9,82.0,55.2,73.9,7.8,12.7,13.5,121.9,91.7,2013-14,0,1
Detroit Pistons,Washington Wizards,113,102,1,2013-10-30,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,78,0.5,9,24,0.375,26,33,0.7879999999999999,12,32,44,24,6,4,18,27,0.611,0.5579999999999999,0.308,0.423,32.4,71.1,53.7,61.5,6.4,7.5,16.3,119.7,108.0,2013-14,0,1
Philadelphia 76ers,Miami Heat,114,110,1,2013-10-30,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",43,80,0.5379999999999999,8,21,0.381,20,24,0.833,8,32,40,24,16,1,18,21,0.629,0.588,0.263,0.3,25.0,82.1,56.3,55.8,16.1,2.2,16.6,114.8,110.8,2013-14,0,1
Phoenix Suns,Portland Trail Blazers,104,91,1,2013-10-30,10:00 PM,"US Airways Center, Phoenix, Arizona",43,83,0.518,4,19,0.21100000000000002,14,18,0.778,11,36,47,18,8,5,15,17,0.5720000000000001,0.542,0.22899999999999998,0.217,28.2,76.6,54.7,41.9,8.7,9.1,14.2,112.6,98.5,2013-14,0,1
Toronto Raptors,Boston Celtics,93,87,1,2013-10-30,7:00 PM,"Air Canada Centre, Toronto, Canada",38,86,0.442,5,17,0.294,12,23,0.522,19,29,48,15,9,6,17,25,0.484,0.47100000000000003,0.198,0.267,42.2,80.6,59.3,39.5,9.8,11.3,15.0,101.6,95.1,2013-14,0,1
Sacramento Kings,Denver Nuggets,90,88,1,2013-10-30,10:00 PM,"Sleep Train Arena, Sacramento, California",33,81,0.40700000000000003,8,21,0.381,16,23,0.696,11,30,41,13,8,7,14,26,0.494,0.457,0.259,0.284,25.0,78.9,50.0,39.4,8.6,10.9,13.3,97.3,95.1,2013-14,0,1
San Antonio Spurs,Memphis Grizzlies,101,94,1,2013-10-30,8:30 PM,"AT&T Center, San Antonio, Texas",40,76,0.526,11,20,0.55,10,16,0.625,4,36,40,25,3,6,15,18,0.608,0.599,0.263,0.21100000000000002,10.8,76.6,47.6,62.5,3.1,7.7,15.3,104.8,97.6,2013-14,0,1
Minnesota Timberwolves,Orlando Magic,120,115,1,2013-10-30,8:00 PM,"Target Center, Minneapolis, Minnesota",42,100,0.42,8,25,0.32,28,34,0.8240000000000001,14,35,49,27,7,3,14,19,0.522,0.46,0.25,0.34,25.9,71.4,47.6,64.3,6.3,4.1,10.9,108.8,104.3,2013-14,0,1
Charlotte Bobcats,Houston Rockets,83,96,0,2013-10-30,8:00 PM,"Toyota Center, Houston, Texas",33,90,0.36700000000000005,4,10,0.4,13,20,0.65,12,25,37,14,8,6,7,21,0.42,0.389,0.111,0.222,23.1,64.1,40.7,42.4,8.9,11.8,6.6,92.7,107.2,2013-14,0,0
Milwaukee Bucks,New York Knicks,83,90,0,2013-10-30,7:30 PM,"Madison Square Garden (IV), New York, New York",34,74,0.45899999999999996,5,16,0.313,10,12,0.833,5,26,31,19,10,4,23,22,0.523,0.493,0.21600000000000003,0.162,15.2,81.3,47.7,55.9,10.6,6.9,22.5,88.3,95.7,2013-14,0,0
Atlanta Hawks,Dallas Mavericks,109,118,0,2013-10-30,8:30 PM,"American Airlines Center, Dallas, Texas",37,76,0.48700000000000004,8,24,0.33299999999999996,27,35,0.7709999999999999,5,28,33,27,16,5,17,20,0.596,0.539,0.316,0.461,12.5,80.0,44.0,73.0,15.9,9.4,15.7,108.3,117.2,2013-14,0,0
Brooklyn Nets,Cleveland Cavaliers,94,98,0,2013-10-30,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",33,82,0.402,9,24,0.375,19,24,0.792,9,28,37,24,8,8,15,27,0.508,0.457,0.293,0.293,22.0,63.6,43.5,72.7,8.7,11.6,13.9,101.8,106.2,2013-14,0,0
Los Angeles Lakers,Golden State Warriors,94,125,0,2013-10-30,10:30 PM,"Oracle Arena, Oakland, California",35,89,0.39299999999999996,8,18,0.444,16,21,0.762,9,30,39,19,5,4,16,22,0.478,0.43799999999999994,0.20199999999999999,0.23600000000000002,18.0,81.1,44.8,54.3,4.9,6.8,14.0,91.7,121.9,2013-14,0,0
Washington Wizards,Detroit Pistons,102,113,0,2013-10-30,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",34,78,0.436,10,25,0.4,24,32,0.75,13,25,38,23,5,3,16,30,0.5539999999999999,0.5,0.321,0.41,28.9,67.6,46.3,67.6,5.3,5.6,14.8,108.0,119.7,2013-14,0,0
Miami Heat,Philadelphia 76ers,110,114,0,2013-10-30,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",42,85,0.494,16,40,0.4,10,13,0.769,7,24,31,30,7,0,19,25,0.606,0.588,0.47100000000000003,0.153,17.9,75.0,43.7,71.4,7.0,0.0,17.3,110.8,114.8,2013-14,0,0
Portland Trail Blazers,Phoenix Suns,91,104,0,2013-10-30,10:00 PM,"US Airways Center, Phoenix, Arizona",33,81,0.40700000000000003,8,26,0.308,17,24,0.708,11,28,39,19,5,5,13,14,0.49700000000000005,0.457,0.321,0.29600000000000004,23.4,71.8,45.3,57.6,5.4,7.8,12.4,98.5,112.6,2013-14,0,0
Boston Celtics,Toronto Raptors,87,93,0,2013-10-30,7:00 PM,"Air Canada Centre, Toronto, Canada",32,66,0.485,3,13,0.231,20,29,0.69,7,26,33,15,10,7,22,27,0.552,0.508,0.19699999999999998,0.439,19.4,57.8,40.7,46.9,10.9,10.1,21.8,95.1,101.6,2013-14,0,0
Denver Nuggets,Sacramento Kings,88,90,0,2013-10-30,10:00 PM,"Sleep Train Arena, Sacramento, California",34,79,0.43,5,15,0.33299999999999996,15,17,0.882,8,33,41,19,3,11,18,21,0.509,0.462,0.19,0.215,21.1,75.0,50.0,55.9,3.2,18.3,17.2,95.1,97.3,2013-14,0,0
Memphis Grizzlies,San Antonio Spurs,94,101,0,2013-10-30,8:30 PM,"AT&T Center, San Antonio, Texas",39,93,0.419,8,15,0.5329999999999999,8,15,0.5329999999999999,11,33,44,24,6,3,14,15,0.47200000000000003,0.462,0.161,0.161,23.4,89.2,52.4,61.5,6.2,5.4,12.3,97.6,104.8,2013-14,0,0
Orlando Magic,Minnesota Timberwolves,115,120,0,2013-10-30,8:00 PM,"Target Center, Minneapolis, Minnesota",47,100,0.47,10,27,0.37,11,18,0.611,14,40,54,21,7,6,18,29,0.5329999999999999,0.52,0.27,0.18,28.6,74.1,52.4,44.7,6.3,8.0,14.3,104.3,108.8,2013-14,0,0
Utah Jazz,Oklahoma City Thunder,98,101,0,2013-10-30,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",36,79,0.456,6,22,0.273,20,30,0.667,10,34,44,25,6,5,22,28,0.531,0.494,0.278,0.38,22.2,77.3,49.4,69.4,6.1,8.1,19.3,98.8,101.9,2013-14,0,1
New Orleans Pelicans,Indiana Pacers,90,95,0,2013-10-30,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",34,85,0.4,5,11,0.455,17,21,0.81,15,28,43,17,7,5,15,29,0.478,0.429,0.129,0.247,32.6,82.4,53.8,50.0,7.7,10.6,13.7,99.4,104.9,2013-14,0,1
Los Angeles Clippers,Golden State Warriors,126,115,1,2013-10-31,10:30 PM,"STAPLES Center, Los Angeles, California",42,85,0.494,9,28,0.321,33,50,0.66,16,28,44,27,15,4,18,30,0.589,0.547,0.32899999999999996,0.588,41.0,73.7,57.1,64.3,14.5,7.3,14.4,121.6,111.0,2013-14,0,1
Chicago Bulls,New York Knicks,82,81,1,2013-10-31,8:00 PM,"United Center, Chicago, Illinois",31,76,0.408,3,16,0.188,17,19,0.895,13,35,48,20,5,3,18,16,0.486,0.428,0.21100000000000002,0.25,31.0,72.9,53.3,64.5,5.6,4.8,17.6,92.5,91.3,2013-14,0,1
Golden State Warriors,Los Angeles Clippers,115,126,0,2013-10-31,10:30 PM,"STAPLES Center, Los Angeles, California",40,76,0.526,12,21,0.5710000000000001,23,33,0.6970000000000001,10,23,33,26,7,2,24,35,0.635,0.605,0.276,0.434,26.3,59.0,42.9,65.0,6.8,3.5,21.0,111.0,121.6,2013-14,0,0
New York Knicks,Chicago Bulls,81,82,0,2013-10-31,8:00 PM,"United Center, Chicago, Illinois",31,86,0.36,9,24,0.375,10,14,0.7140000000000001,13,29,42,20,12,8,15,24,0.439,0.413,0.27899999999999997,0.163,27.1,69.0,46.7,64.5,13.5,13.3,14.0,91.3,92.5,2013-14,0,0
Los Angeles Clippers,Sacramento Kings,110,101,1,2013-11-01,10:00 PM,"Sleep Train Arena, Sacramento, California",35,70,0.5,12,24,0.5,28,34,0.8240000000000001,10,29,39,26,4,5,15,29,0.647,0.586,0.34299999999999997,0.486,28.6,74.4,52.7,74.3,4.5,8.1,15.0,124.4,114.2,2013-14,0,0
Milwaukee Bucks,Boston Celtics,105,98,1,2013-11-01,7:30 PM,"TD Garden, Boston, Massachusetts",35,84,0.41700000000000004,6,15,0.4,29,34,0.853,17,24,41,18,10,7,7,24,0.531,0.452,0.179,0.405,33.3,57.1,44.1,51.4,11.4,11.7,6.6,119.3,111.3,2013-14,0,0
Philadelphia 76ers,Washington Wizards,109,102,1,2013-11-01,7:00 PM,"Verizon Center, Washington, District of Columbia",48,94,0.511,6,23,0.261,7,14,0.5,9,37,46,26,8,6,19,17,0.544,0.5429999999999999,0.245,0.149,22.5,71.2,50.0,54.2,7.7,8.8,15.9,104.3,97.6,2013-14,0,0
San Antonio Spurs,Los Angeles Lakers,91,85,1,2013-11-01,10:30 PM,"STAPLES Center, Los Angeles, California",38,94,0.40399999999999997,5,21,0.23800000000000002,10,14,0.7140000000000001,12,38,50,20,7,0,12,18,0.45399999999999996,0.431,0.223,0.149,24.0,82.6,52.1,52.6,7.3,0.0,10.7,95.2,88.9,2013-14,0,0
Portland Trail Blazers,Denver Nuggets,113,98,1,2013-11-01,9:00 PM,"Pepsi Center, Denver, Colorado",44,103,0.42700000000000005,14,22,0.636,11,15,0.733,16,39,55,25,3,5,7,25,0.516,0.495,0.214,0.146,31.4,66.1,50.0,56.8,3.2,6.2,6.0,119.0,103.2,2013-14,0,0
Memphis Grizzlies,Detroit Pistons,111,108,1,2013-11-01,8:00 PM,"FedEx Forum, Memphis, Tennessee",40,77,0.519,6,18,0.33299999999999996,25,30,0.833,6,32,38,25,13,4,20,21,0.615,0.5579999999999999,0.23399999999999999,0.39,18.8,68.1,48.1,62.5,12.8,5.9,18.1,109.3,106.3,2013-14,0,1
Phoenix Suns,Utah Jazz,87,84,1,2013-11-01,10:00 PM,"US Airways Center, Phoenix, Arizona",31,83,0.373,6,22,0.273,19,24,0.792,16,30,46,15,10,10,16,24,0.465,0.41,0.265,0.289,34.0,57.7,46.5,48.4,11.0,14.7,14.6,96.1,92.8,2013-14,0,1
Charlotte Bobcats,Cleveland Cavaliers,90,84,1,2013-11-01,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",33,73,0.452,3,12,0.25,21,34,0.618,5,32,37,21,7,8,15,20,0.512,0.473,0.16399999999999998,0.466,13.9,74.4,46.8,63.6,7.3,12.1,14.6,94.1,87.9,2013-14,0,1
Orlando Magic,New Orleans Pelicans,110,90,1,2013-11-01,7:00 PM,"Amway Center, Orlando, Florida",39,70,0.557,11,22,0.5,21,27,0.778,5,39,44,22,11,7,18,19,0.672,0.636,0.314,0.386,15.6,69.6,50.0,56.4,11.7,8.8,18.0,116.7,95.5,2013-14,0,1
Atlanta Hawks,Toronto Raptors,102,95,1,2013-11-01,7:30 PM,"Philips Arena, Atlanta, Georgia",36,77,0.46799999999999997,10,23,0.435,20,31,0.645,7,30,37,24,7,3,13,12,0.563,0.532,0.299,0.40299999999999997,17.9,75.0,46.8,66.7,7.5,4.6,12.5,108.9,101.4,2013-14,0,1
Minnesota Timberwolves,Oklahoma City Thunder,100,81,1,2013-11-01,8:00 PM,"Target Center, Minneapolis, Minnesota",33,77,0.429,8,20,0.4,26,33,0.7879999999999999,9,35,44,21,14,2,15,21,0.546,0.48100000000000004,0.26,0.429,24.3,71.4,51.2,63.6,14.8,3.8,14.1,105.9,85.8,2013-14,0,1
Brooklyn Nets,Miami Heat,101,100,1,2013-11-01,8:00 PM,"Barclays Center, Brooklyn, New York",33,68,0.485,8,16,0.5,27,39,0.6920000000000001,7,33,40,21,5,5,18,29,0.593,0.544,0.235,0.574,21.2,89.2,57.1,63.6,5.4,9.4,17.4,108.6,107.5,2013-14,0,1
Houston Rockets,Dallas Mavericks,113,105,1,2013-11-01,8:00 PM,"Toyota Center, Houston, Texas",34,73,0.466,11,29,0.379,34,51,0.667,13,38,51,17,11,4,22,20,0.5920000000000001,0.541,0.397,0.6990000000000001,32.5,70.4,54.3,50.0,10.7,5.5,18.7,109.6,101.9,2013-14,0,1
Detroit Pistons,Memphis Grizzlies,108,111,0,2013-11-01,8:00 PM,"FedEx Forum, Memphis, Tennessee",42,89,0.47200000000000003,7,21,0.33299999999999996,17,24,0.708,15,26,41,21,10,6,19,26,0.542,0.511,0.23600000000000002,0.27,31.9,81.3,51.9,50.0,9.8,10.2,16.0,106.3,109.3,2013-14,0,0
Utah Jazz,Phoenix Suns,84,87,0,2013-11-01,10:00 PM,"US Airways Center, Phoenix, Arizona",31,85,0.365,5,17,0.294,17,27,0.63,22,31,53,20,3,1,20,20,0.434,0.39399999999999996,0.2,0.318,42.3,66.0,53.5,64.5,3.3,1.6,17.1,92.8,96.1,2013-14,0,0
Cleveland Cavaliers,Charlotte Bobcats,84,90,0,2013-11-01,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",32,84,0.381,4,18,0.222,16,22,0.727,11,31,42,14,9,1,17,29,0.44799999999999995,0.405,0.214,0.262,25.6,86.1,53.2,43.8,9.4,1.6,15.4,87.9,94.1,2013-14,0,0
New Orleans Pelicans,Orlando Magic,90,110,0,2013-11-01,7:00 PM,"Amway Center, Orlando, Florida",32,92,0.348,6,12,0.5,20,26,0.769,17,27,44,16,7,5,12,21,0.435,0.38,0.13,0.28300000000000003,30.4,84.4,50.0,50.0,7.4,10.4,10.4,95.5,116.7,2013-14,0,0
Toronto Raptors,Atlanta Hawks,95,102,0,2013-11-01,7:30 PM,"Philips Arena, Atlanta, Georgia",40,88,0.455,7,23,0.304,8,14,0.5710000000000001,10,32,42,15,5,6,12,25,0.504,0.494,0.261,0.159,25.0,82.1,53.2,37.5,5.3,11.1,11.3,101.4,108.9,2013-14,0,0
Oklahoma City Thunder,Minnesota Timberwolves,81,100,0,2013-11-01,8:00 PM,"Target Center, Minneapolis, Minnesota",29,83,0.349,7,31,0.226,16,19,0.8420000000000001,14,28,42,16,5,6,21,28,0.44299999999999995,0.392,0.373,0.22899999999999998,28.6,75.7,48.8,55.2,5.3,10.5,18.7,85.8,105.9,2013-14,0,0
Miami Heat,Brooklyn Nets,100,101,0,2013-11-01,8:00 PM,"Barclays Center, Brooklyn, New York",32,67,0.478,7,14,0.5,29,36,0.8059999999999999,4,26,30,24,10,2,15,29,0.604,0.53,0.209,0.537,10.8,78.8,42.9,75.0,10.8,3.8,15.3,107.5,108.6,2013-14,0,0
Dallas Mavericks,Houston Rockets,105,113,0,2013-11-01,8:00 PM,"Toyota Center, Houston, Texas",38,100,0.38,9,27,0.33299999999999996,20,25,0.8,16,27,43,20,9,7,14,37,0.473,0.425,0.27,0.25,29.6,67.5,45.7,52.6,8.7,15.9,11.2,101.9,109.6,2013-14,0,0
Sacramento Kings,Los Angeles Clippers,101,110,0,2013-11-01,10:00 PM,"Sleep Train Arena, Sacramento, California",36,79,0.456,6,17,0.353,23,32,0.7190000000000001,10,25,35,21,7,5,9,27,0.5429999999999999,0.494,0.215,0.405,25.6,71.4,47.3,58.3,7.9,10.9,8.8,114.2,124.4,2013-14,0,1
Boston Celtics,Milwaukee Bucks,98,105,0,2013-11-01,7:30 PM,"TD Garden, Boston, Massachusetts",34,76,0.447,4,16,0.25,26,38,0.684,18,34,52,13,5,7,17,29,0.528,0.474,0.21100000000000002,0.5,42.9,66.7,55.9,38.2,5.7,10.1,15.5,111.3,119.3,2013-14,0,1
Washington Wizards,Philadelphia 76ers,102,109,0,2013-11-01,7:00 PM,"Verizon Center, Washington, District of Columbia",41,94,0.436,9,26,0.34600000000000003,11,17,0.647,15,31,46,23,14,6,17,16,0.503,0.484,0.27699999999999997,0.18100000000000002,28.8,77.5,50.0,56.1,13.4,8.5,14.3,97.6,104.3,2013-14,0,1
Los Angeles Lakers,San Antonio Spurs,85,91,0,2013-11-01,10:30 PM,"STAPLES Center, Los Angeles, California",30,82,0.366,8,27,0.29600000000000004,17,24,0.708,8,38,46,22,4,7,12,19,0.45899999999999996,0.415,0.32899999999999996,0.293,17.4,76.0,47.9,73.3,4.2,9.6,11.5,88.9,95.2,2013-14,0,1
Denver Nuggets,Portland Trail Blazers,98,113,0,2013-11-01,9:00 PM,"Pepsi Center, Denver, Colorado",36,99,0.364,6,18,0.33299999999999996,20,34,0.588,20,35,55,14,6,5,4,19,0.43,0.39399999999999996,0.182,0.34299999999999997,33.9,68.6,50.0,38.9,6.3,6.2,3.4,103.2,119.0,2013-14,0,1
Toronto Raptors,Milwaukee Bucks,97,90,1,2013-11-02,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",31,78,0.397,7,23,0.304,28,38,0.737,18,42,60,19,6,0,17,22,0.512,0.442,0.295,0.48700000000000004,36.0,87.5,61.2,61.3,6.3,0.0,15.2,102.1,94.7,2013-14,0,0
Houston Rockets,Utah Jazz,104,93,1,2013-11-02,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",34,67,0.507,9,22,0.409,27,35,0.7709999999999999,9,31,40,16,6,7,18,23,0.631,0.575,0.32799999999999996,0.522,27.3,67.4,50.6,47.1,6.7,11.9,17.9,115.7,103.5,2013-14,0,0
Dallas Mavericks,Memphis Grizzlies,111,99,1,2013-11-02,8:30 PM,"American Airlines Center, Dallas, Texas",32,80,0.4,7,19,0.368,40,46,0.87,14,31,45,18,12,4,11,20,0.5539999999999999,0.444,0.23800000000000002,0.575,29.2,64.6,46.9,56.3,12.6,5.6,9.9,116.9,104.3,2013-14,0,1
Philadelphia 76ers,Chicago Bulls,107,104,1,2013-11-02,7:30 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",42,86,0.488,11,22,0.5,12,18,0.667,10,29,39,24,8,6,15,18,0.57,0.552,0.256,0.209,22.7,63.0,43.3,57.1,8.2,7.6,13.8,109.2,106.2,2013-14,0,1
Portland Trail Blazers,San Antonio Spurs,115,105,1,2013-11-02,10:00 PM,,45,81,0.556,8,20,0.4,17,19,0.895,7,32,39,29,3,7,16,15,0.643,0.605,0.247,0.235,23.3,72.7,52.7,64.4,3.1,8.5,15.2,120.4,109.9,2013-14,0,0
Golden State Warriors,Sacramento Kings,98,87,1,2013-11-02,10:30 PM,"Oracle Arena, Oakland, California",39,76,0.513,11,27,0.40700000000000003,9,12,0.75,5,39,44,28,8,7,18,22,0.603,0.586,0.355,0.158,13.5,70.9,47.8,71.8,8.6,11.5,18.1,105.2,93.4,2013-14,0,1
New Orleans Pelicans,Charlotte Bobcats,105,84,1,2013-11-02,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",37,75,0.493,7,13,0.5379999999999999,24,28,0.857,8,35,43,30,10,18,17,26,0.601,0.54,0.17300000000000001,0.373,22.9,71.4,51.2,81.1,10.8,30.5,16.3,112.9,90.3,2013-14,0,1
Indiana Pacers,Cleveland Cavaliers,89,74,1,2013-11-02,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",32,77,0.41600000000000004,10,28,0.35700000000000004,15,20,0.75,10,41,51,24,6,6,20,16,0.519,0.48100000000000004,0.364,0.26,24.4,87.2,58.0,75.0,6.3,8.8,18.9,93.3,77.5,2013-14,0,1
Memphis Grizzlies,Dallas Mavericks,99,111,0,2013-11-02,8:30 PM,"American Airlines Center, Dallas, Texas",37,87,0.425,3,16,0.188,22,26,0.846,17,34,51,20,6,2,17,34,0.503,0.44299999999999995,0.184,0.299,35.4,70.8,53.1,54.1,6.3,3.3,14.7,104.3,116.9,2013-14,0,0
Chicago Bulls,Philadelphia 76ers,104,107,0,2013-11-02,7:30 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",42,93,0.452,3,14,0.214,17,19,0.895,17,34,51,28,8,5,18,14,0.513,0.46799999999999997,0.151,0.204,37.0,77.3,56.7,66.7,8.2,7.8,15.1,106.2,109.2,2013-14,0,0
San Antonio Spurs,Portland Trail Blazers,105,115,0,2013-11-02,10:00 PM,,47,94,0.5,6,12,0.5,5,8,0.625,12,23,35,24,6,2,12,25,0.5379999999999999,0.532,0.128,0.085,27.3,76.7,47.3,51.1,6.3,3.3,11.0,109.9,120.4,2013-14,0,0
Sacramento Kings,Golden State Warriors,87,98,0,2013-11-02,10:30 PM,"Oracle Arena, Oakland, California",30,87,0.345,6,26,0.231,21,24,0.875,16,32,48,16,9,1,14,18,0.446,0.379,0.299,0.276,29.1,86.5,52.2,53.3,9.7,2.0,12.5,93.4,105.2,2013-14,0,0
Charlotte Bobcats,New Orleans Pelicans,84,105,0,2013-11-02,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",30,80,0.375,3,21,0.14300000000000002,21,36,0.583,14,27,41,13,8,4,13,22,0.43799999999999994,0.39399999999999996,0.263,0.45,28.6,77.1,48.8,43.3,8.6,6.5,11.9,90.3,112.9,2013-14,0,0
Cleveland Cavaliers,Indiana Pacers,74,89,0,2013-11-02,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",29,83,0.349,3,15,0.2,13,15,0.867,6,31,37,11,15,1,16,25,0.413,0.36700000000000005,0.18100000000000002,0.18100000000000002,12.8,75.6,42.0,37.9,15.7,2.0,15.2,77.5,93.3,2013-14,0,0
Milwaukee Bucks,Toronto Raptors,90,97,0,2013-11-02,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",37,84,0.44,6,17,0.353,10,18,0.556,6,32,38,25,7,5,13,26,0.49,0.47600000000000003,0.20199999999999999,0.214,12.5,64.0,38.8,67.6,7.4,9.1,12.4,94.7,102.1,2013-14,0,1
Utah Jazz,Houston Rockets,93,104,0,2013-11-02,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",34,81,0.42,4,22,0.182,21,27,0.778,15,24,39,12,9,6,15,25,0.501,0.444,0.272,0.33299999999999996,32.6,72.7,49.4,35.3,10.0,13.3,13.9,103.5,115.7,2013-14,0,1
Minnesota Timberwolves,New York Knicks,109,100,1,2013-11-03,7:30 PM,"Madison Square Garden (IV), New York, New York",35,79,0.44299999999999995,10,27,0.37,29,38,0.763,10,33,43,23,9,1,12,16,0.569,0.506,0.342,0.48100000000000004,22.2,70.2,46.7,65.7,9.5,1.8,11.1,114.5,105.1,2013-14,0,0
