Team,Opponent,Team-Score,Opponent-Score,Win,Date,Time,Location,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg,Season,Playoff,Home
Utah Jazz,Portland Trail Blazers,98,130,0,2013-12-06,10:00 PM,,39,93,0.419,4,11,0.364,16,19,0.8420000000000001,18,21,39,17,17,3,16,22,0.483,0.441,0.11800000000000001,0.204,35.3,55.3,43.8,43.6,17.7,5.0,13.6,102.0,135.3,2013-14,0,0
New Orleans Pelicans,Oklahoma City Thunder,95,109,0,2013-12-06,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",33,88,0.375,3,16,0.188,26,34,0.765,19,30,49,19,9,3,16,21,0.461,0.392,0.182,0.386,35.8,81.1,54.4,57.6,9.4,5.4,13.4,99.1,113.7,2013-14,0,1
Sacramento Kings,Los Angeles Lakers,100,106,0,2013-12-06,10:00 PM,"Sleep Train Arena, Sacramento, California",37,86,0.43,10,22,0.455,16,22,0.727,18,33,51,25,10,4,15,19,0.523,0.488,0.256,0.256,40.9,76.7,58.6,67.6,11.0,7.4,13.6,109.7,116.3,2013-14,0,1
Washington Wizards,Milwaukee Bucks,105,109,0,2013-12-06,7:00 PM,"Verizon Center, Washington, District of Columbia",33,83,0.39799999999999996,8,27,0.29600000000000004,31,41,0.7559999999999999,13,33,46,22,12,10,14,26,0.52,0.446,0.325,0.494,26.5,73.3,48.9,66.7,11.9,13.9,12.2,103.8,107.7,2013-14,0,1
Dallas Mavericks,Portland Trail Blazers,108,106,1,2013-12-07,10:00 PM,,46,87,0.529,8,16,0.5,8,11,0.727,7,29,36,26,7,3,12,21,0.588,0.575,0.184,0.126,17.5,63.0,41.9,56.5,7.4,5.3,11.6,114.1,112.0,2013-14,0,0
Indiana Pacers,San Antonio Spurs,111,100,1,2013-12-07,8:30 PM,"AT&T Center, San Antonio, Texas",38,71,0.535,9,19,0.474,26,28,0.929,8,33,41,22,8,3,14,16,0.6659999999999999,0.599,0.268,0.39399999999999996,25.0,76.7,54.7,57.9,8.9,4.6,14.4,123.8,111.5,2013-14,0,0
Miami Heat,Minnesota Timberwolves,103,82,1,2013-12-07,8:00 PM,"Target Center, Minneapolis, Minnesota",43,78,0.551,4,18,0.222,13,19,0.684,7,37,44,23,11,8,20,28,0.596,0.5770000000000001,0.231,0.244,20.0,68.5,49.4,53.5,11.3,13.3,18.8,106.1,84.5,2013-14,0,0
Sacramento Kings,Utah Jazz,112,102,1,2013-12-07,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",39,94,0.415,3,15,0.2,31,38,0.816,13,36,49,26,11,7,10,26,0.506,0.431,0.16,0.40399999999999997,25.5,75.0,49.5,66.7,10.6,10.0,8.3,108.2,98.5,2013-14,0,0
Detroit Pistons,Chicago Bulls,92,75,1,2013-12-07,8:00 PM,"United Center, Chicago, Illinois",34,80,0.425,12,19,0.632,12,15,0.8,13,38,51,15,8,9,18,20,0.531,0.5,0.23800000000000002,0.188,28.3,77.6,53.7,44.1,8.7,12.5,17.2,99.6,81.2,2013-14,0,0
Golden State Warriors,Memphis Grizzlies,108,82,1,2013-12-07,8:00 PM,"FedEx Forum, Memphis, Tennessee",44,88,0.5,8,18,0.444,12,14,0.857,15,32,47,24,6,5,10,20,0.573,0.545,0.205,0.159,39.5,65.3,54.0,54.5,7.2,6.7,9.6,129.5,98.3,2013-14,0,0
Brooklyn Nets,Milwaukee Bucks,90,82,1,2013-12-07,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",34,74,0.45899999999999996,5,18,0.278,17,23,0.7390000000000001,11,30,41,16,6,6,8,21,0.535,0.493,0.243,0.311,28.2,78.9,53.2,47.1,7.4,11.3,8.7,110.9,101.1,2013-14,0,0
Denver Nuggets,Philadelphia 76ers,103,92,1,2013-12-07,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",35,83,0.42200000000000004,7,22,0.318,26,34,0.765,20,32,52,21,8,4,11,17,0.526,0.46399999999999997,0.265,0.41,42.6,74.4,57.8,60.0,8.9,5.6,10.1,115.0,102.7,2013-14,0,0
Cleveland Cavaliers,Los Angeles Clippers,88,82,1,2013-12-07,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",31,83,0.373,4,14,0.28600000000000003,22,30,0.733,16,44,60,18,5,3,15,21,0.457,0.39799999999999996,0.16899999999999998,0.361,31.4,81.5,57.1,58.1,5.2,5.8,13.5,92.0,85.8,2013-14,0,1
Los Angeles Clippers,Cleveland Cavaliers,82,88,0,2013-12-07,7:30 PM,"Quicken Loans Arena, Cleveland, Ohio",28,87,0.322,7,35,0.2,19,26,0.731,10,35,45,24,9,7,13,21,0.41600000000000004,0.36200000000000004,0.402,0.299,18.5,68.6,42.9,85.7,9.4,10.1,11.7,85.8,92.0,2013-14,0,0
Portland Trail Blazers,Dallas Mavericks,106,108,0,2013-12-07,10:00 PM,,39,87,0.44799999999999995,9,30,0.3,19,24,0.792,17,33,50,22,4,3,16,13,0.5429999999999999,0.5,0.345,0.276,37.0,82.5,58.1,56.4,4.2,4.2,14.1,112.0,114.1,2013-14,0,0
San Antonio Spurs,Indiana Pacers,100,111,0,2013-12-07,8:30 PM,"AT&T Center, San Antonio, Texas",41,91,0.451,13,26,0.5,5,6,0.833,10,24,34,24,6,1,11,21,0.534,0.522,0.28600000000000003,0.066,23.3,75.0,45.3,58.5,6.7,1.9,10.5,111.5,123.8,2013-14,0,1
Minnesota Timberwolves,Miami Heat,82,103,0,2013-12-07,8:00 PM,"Target Center, Minneapolis, Minnesota",24,82,0.293,5,22,0.22699999999999998,29,39,0.7440000000000001,17,28,45,13,11,1,18,15,0.413,0.32299999999999995,0.268,0.47600000000000003,31.5,80.0,50.6,54.2,11.3,1.7,15.4,84.5,106.1,2013-14,0,1
Utah Jazz,Sacramento Kings,102,112,0,2013-12-07,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",36,89,0.40399999999999997,8,19,0.42100000000000004,22,30,0.733,12,38,50,20,5,9,16,32,0.499,0.449,0.213,0.337,25.0,74.5,50.5,55.6,4.8,11.4,13.5,98.5,108.2,2013-14,0,1
Chicago Bulls,Detroit Pistons,75,92,0,2013-12-07,8:00 PM,"United Center, Chicago, Illinois",30,90,0.33299999999999996,3,18,0.16699999999999998,12,15,0.8,11,33,44,17,8,7,13,11,0.38799999999999996,0.35,0.2,0.16699999999999998,22.4,71.7,46.3,56.7,8.7,11.5,11.9,81.2,99.6,2013-14,0,1
Memphis Grizzlies,Golden State Warriors,82,108,0,2013-12-07,8:00 PM,"FedEx Forum, Memphis, Tennessee",31,85,0.365,2,10,0.2,18,22,0.818,17,23,40,13,8,6,8,10,0.433,0.376,0.11800000000000001,0.259,34.7,60.5,46.0,41.9,9.6,8.6,7.8,98.3,129.5,2013-14,0,1
Milwaukee Bucks,Brooklyn Nets,82,90,0,2013-12-07,8:30 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",30,73,0.41100000000000003,7,20,0.35,15,22,0.682,8,28,36,20,3,3,11,19,0.496,0.45899999999999996,0.27399999999999997,0.301,21.1,71.8,46.8,66.7,3.7,5.4,11.7,101.1,110.9,2013-14,0,1
Philadelphia 76ers,Denver Nuggets,92,103,0,2013-12-07,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",40,88,0.455,3,16,0.188,9,14,0.643,11,27,38,19,4,4,13,24,0.489,0.47200000000000003,0.182,0.159,25.6,57.4,42.2,47.5,4.5,6.6,12.1,102.7,115.0,2013-14,0,1
Toronto Raptors,Los Angeles Lakers,106,94,1,2013-12-08,9:30 PM,"STAPLES Center, Los Angeles, California",40,82,0.488,4,26,0.154,22,25,0.88,6,32,38,19,11,4,11,18,0.57,0.512,0.317,0.305,15.8,80.0,48.7,47.5,11.4,7.8,10.6,110.3,97.8,2013-14,0,0
Miami Heat,Detroit Pistons,110,95,1,2013-12-08,6:00 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",40,72,0.556,11,28,0.39299999999999996,19,21,0.905,5,29,34,26,8,3,17,18,0.677,0.632,0.389,0.292,15.6,64.4,44.2,65.0,8.7,4.6,17.3,119.4,103.1,2013-14,0,0
Boston Celtics,New York Knicks,114,73,1,2013-12-08,12:00 AM,"Madison Square Garden (IV), New York, New York",39,72,0.542,14,25,0.56,22,27,0.815,7,39,46,22,9,3,16,19,0.68,0.639,0.34700000000000003,0.375,24.1,90.7,63.9,56.4,9.9,5.3,16.0,125.5,80.4,2013-14,0,0
Oklahoma City Thunder,Indiana Pacers,118,94,1,2013-12-08,7:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",47,77,0.61,5,13,0.385,19,20,0.95,10,36,46,27,6,8,18,24,0.688,0.643,0.16899999999999998,0.26,33.3,80.0,61.3,57.4,6.4,12.5,17.3,125.7,100.1,2013-14,0,1
Houston Rockets,Orlando Magic,98,88,1,2013-12-08,7:00 PM,"Toyota Center, Houston, Texas",32,76,0.42100000000000004,10,33,0.303,24,42,0.5710000000000001,15,45,60,22,5,10,18,20,0.519,0.48700000000000004,0.434,0.5529999999999999,34.9,75.0,58.3,68.8,5.3,15.6,16.0,103.6,93.0,2013-14,0,1
Indiana Pacers,Oklahoma City Thunder,94,118,0,2013-12-08,7:00 PM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",34,85,0.4,7,21,0.33299999999999996,19,21,0.905,9,20,29,13,9,4,13,18,0.499,0.441,0.247,0.247,20.0,66.7,38.7,38.2,9.6,6.3,12.1,100.1,125.7,2013-14,0,0
Orlando Magic,Houston Rockets,88,98,0,2013-12-08,7:00 PM,"Toyota Center, Houston, Texas",32,93,0.344,8,29,0.276,16,28,0.5710000000000001,15,28,43,14,13,7,7,29,0.418,0.387,0.312,0.301,25.0,65.1,41.7,43.8,13.7,16.3,6.2,93.0,103.6,2013-14,0,0
Los Angeles Lakers,Toronto Raptors,94,106,0,2013-12-08,9:30 PM,"STAPLES Center, Los Angeles, California",34,79,0.43,9,28,0.321,17,20,0.85,8,32,40,22,7,3,19,23,0.535,0.48700000000000004,0.354,0.253,20.0,84.2,51.3,64.7,7.3,5.4,17.8,97.8,110.3,2013-14,0,1
Detroit Pistons,Miami Heat,95,110,0,2013-12-08,6:00 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",36,85,0.424,7,20,0.35,16,22,0.727,16,27,43,17,10,2,17,21,0.502,0.465,0.235,0.259,35.6,84.4,55.8,47.2,10.9,4.5,15.2,103.1,119.4,2013-14,0,1
New York Knicks,Boston Celtics,73,114,0,2013-12-08,12:00 AM,"Madison Square Garden (IV), New York, New York",25,73,0.342,6,16,0.375,17,23,0.7390000000000001,4,22,26,13,10,3,14,18,0.439,0.384,0.21899999999999997,0.315,9.3,75.9,36.1,52.0,11.0,6.4,14.4,80.4,125.5,2013-14,0,1
Los Angeles Clippers,Philadelphia 76ers,94,83,1,2013-12-09,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",35,82,0.42700000000000005,5,27,0.185,19,29,0.655,9,40,49,20,10,4,12,22,0.496,0.457,0.32899999999999996,0.354,20.0,74.1,49.5,57.1,10.3,5.6,11.2,96.5,85.2,2013-14,0,0
Denver Nuggets,Washington Wizards,75,74,1,2013-12-09,7:00 PM,"Verizon Center, Washington, District of Columbia",30,73,0.41100000000000003,7,21,0.33299999999999996,8,14,0.5710000000000001,12,36,48,19,10,4,20,16,0.474,0.45899999999999996,0.28800000000000003,0.192,28.6,69.2,51.1,63.3,11.5,6.2,20.2,86.6,85.4,2013-14,0,0
Portland Trail Blazers,Utah Jazz,105,94,1,2013-12-09,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",40,85,0.47100000000000003,6,19,0.316,19,20,0.95,11,33,44,23,6,6,11,19,0.56,0.506,0.22399999999999998,0.235,25.6,75.0,50.6,57.5,6.6,8.0,10.5,115.0,103.0,2013-14,0,0
Sacramento Kings,Dallas Mavericks,112,97,1,2013-12-09,10:00 PM,"Sleep Train Arena, Sacramento, California",38,81,0.469,9,25,0.36,27,34,0.794,11,40,51,23,10,4,21,23,0.584,0.525,0.309,0.42,26.8,81.6,56.7,60.5,9.5,5.9,18.0,106.2,92.0,2013-14,0,1
Charlotte Bobcats,Golden State Warriors,115,111,1,2013-12-09,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",43,94,0.457,6,12,0.5,23,29,0.7929999999999999,7,39,46,22,6,4,7,16,0.539,0.489,0.128,0.309,14.0,79.6,46.5,51.2,5.8,7.5,6.2,110.5,106.7,2013-14,0,1
Memphis Grizzlies,Orlando Magic,94,85,1,2013-12-09,8:00 PM,"FedEx Forum, Memphis, Tennessee",36,86,0.419,10,17,0.588,12,17,0.706,11,41,52,23,4,4,14,21,0.503,0.47700000000000004,0.198,0.198,25.6,93.2,59.8,63.9,4.3,7.5,13.0,101.7,92.0,2013-14,0,1
Dallas Mavericks,Sacramento Kings,97,112,0,2013-12-09,10:00 PM,"Sleep Train Arena, Sacramento, California",37,95,0.389,5,27,0.185,18,20,0.9,9,30,39,22,14,4,16,25,0.467,0.41600000000000004,0.284,0.21100000000000002,18.4,73.2,43.3,59.5,13.3,7.1,13.4,92.0,106.2,2013-14,0,0
Golden State Warriors,Charlotte Bobcats,111,115,0,2013-12-09,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",41,90,0.456,11,37,0.297,18,22,0.818,10,43,53,20,3,6,15,24,0.557,0.517,0.41100000000000003,0.244,20.4,86.0,53.5,48.8,2.9,7.3,13.1,106.7,110.5,2013-14,0,0
Orlando Magic,Memphis Grizzlies,85,94,0,2013-12-09,8:00 PM,"FedEx Forum, Memphis, Tennessee",30,75,0.4,6,22,0.273,19,20,0.95,3,32,35,12,7,8,12,15,0.507,0.44,0.293,0.267,6.8,74.4,40.2,40.0,7.6,11.6,12.5,92.0,101.7,2013-14,0,0
Philadelphia 76ers,Los Angeles Clippers,83,94,0,2013-12-09,7:00 PM,"Wells Fargo Center, Philadelphia, Pennsylvania",33,92,0.359,3,21,0.14300000000000002,14,19,0.737,14,36,50,26,7,0,16,26,0.414,0.375,0.228,0.207,25.9,80.0,50.5,78.8,7.2,0.0,13.8,85.2,96.5,2013-14,0,1
Washington Wizards,Denver Nuggets,74,75,0,2013-12-09,7:00 PM,"Verizon Center, Washington, District of Columbia",32,89,0.36,5,24,0.20800000000000002,5,9,0.556,16,30,46,18,10,7,14,16,0.39799999999999996,0.38799999999999996,0.27,0.10099999999999999,30.8,71.4,48.9,56.3,11.5,13.5,13.1,85.4,86.6,2013-14,0,1
Utah Jazz,Portland Trail Blazers,94,105,0,2013-12-09,9:00 PM,"EnergySolutions Arena, Salt Lake City, Utah",36,82,0.439,1,7,0.14300000000000002,21,23,0.9129999999999999,11,32,43,13,6,5,12,15,0.51,0.445,0.085,0.28,25.0,74.4,49.4,36.1,6.6,7.6,11.5,103.0,115.0,2013-14,0,1
Phoenix Suns,Los Angeles Lakers,114,108,1,2013-12-10,10:30 PM,"STAPLES Center, Los Angeles, California",44,85,0.518,7,23,0.304,19,21,0.905,10,33,43,24,6,3,13,22,0.605,0.5589999999999999,0.271,0.247,27.8,82.5,56.6,54.5,6.3,4.9,12.1,119.8,113.5,2013-14,0,0
San Antonio Spurs,Toronto Raptors,116,103,1,2013-12-10,7:00 PM,"Air Canada Centre, Toronto, Canada",45,82,0.5489999999999999,13,23,0.565,13,16,0.813,8,28,36,30,8,3,14,18,0.6509999999999999,0.628,0.28,0.195,22.9,71.8,48.6,66.7,8.5,5.0,13.6,123.8,109.9,2013-14,0,0
Oklahoma City Thunder,Atlanta Hawks,101,92,1,2013-12-10,7:30 PM,"Philips Arena, Atlanta, Georgia",38,86,0.442,4,18,0.222,21,28,0.75,10,44,54,27,8,7,16,19,0.514,0.465,0.209,0.326,23.3,78.6,54.5,71.1,8.0,11.5,14.0,100.4,91.4,2013-14,0,0
Minnesota Timberwolves,Detroit Pistons,121,94,1,2013-12-10,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",41,85,0.48200000000000004,11,24,0.45799999999999996,28,33,0.848,14,32,46,31,12,0,12,16,0.608,0.547,0.282,0.38799999999999996,33.3,74.4,54.1,75.6,12.5,0.0,10.8,126.1,98.0,2013-14,0,0
Milwaukee Bucks,Chicago Bulls,78,74,1,2013-12-10,8:00 PM,"United Center, Chicago, Illinois",30,75,0.4,2,11,0.182,16,20,0.8,12,27,39,14,7,11,15,16,0.465,0.413,0.147,0.267,29.3,67.5,48.1,46.7,8.1,16.2,15.2,90.5,85.8,2013-14,0,0
Brooklyn Nets,Boston Celtics,104,96,1,2013-12-10,7:30 PM,"Barclays Center, Brooklyn, New York",39,70,0.557,3,12,0.25,23,28,0.821,8,34,42,19,4,2,13,16,0.632,0.579,0.171,0.4,24.2,77.3,54.5,48.7,4.6,3.4,13.6,120.5,111.2,2013-14,0,1
Cleveland Cavaliers,New York Knicks,109,94,1,2013-12-10,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",42,74,0.568,9,19,0.474,16,22,0.727,9,29,38,25,6,1,12,13,0.6509999999999999,0.628,0.257,0.297,29.0,76.3,55.1,59.5,6.9,1.8,12.5,124.6,107.5,2013-14,0,1
Indiana Pacers,Miami Heat,90,84,1,2013-12-10,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",34,67,0.507,5,15,0.33299999999999996,17,25,0.68,9,34,43,22,7,2,21,21,0.5770000000000001,0.545,0.22399999999999998,0.373,25.0,85.0,56.6,64.7,7.8,3.6,21.2,100.5,93.8,2013-14,0,1
Boston Celtics,Brooklyn Nets,96,104,0,2013-12-10,7:30 PM,"Barclays Center, Brooklyn, New York",35,80,0.43799999999999994,11,22,0.5,15,21,0.7140000000000001,10,25,35,14,8,1,9,22,0.5379999999999999,0.506,0.275,0.263,22.7,75.8,45.5,40.0,9.3,1.7,9.2,111.2,120.5,2013-14,0,0
New York Knicks,Cleveland Cavaliers,94,109,0,2013-12-10,7:00 PM,"Quicken Loans Arena, Cleveland, Ohio",40,87,0.46,10,31,0.32299999999999995,4,5,0.8,9,22,31,27,4,5,13,19,0.527,0.517,0.35600000000000004,0.057,23.7,71.0,44.9,67.5,4.6,9.1,12.7,107.5,124.6,2013-14,0,0
Miami Heat,Indiana Pacers,84,90,0,2013-12-10,7:00 PM,"Bankers Life Fieldhouse, Indianapolis, Indiana",33,77,0.429,4,21,0.19,14,20,0.7,6,27,33,20,13,6,12,21,0.49,0.455,0.273,0.26,15.0,75.0,43.4,60.6,14.5,11.5,12.3,93.8,100.5,2013-14,0,0
Los Angeles Lakers,Phoenix Suns,108,114,0,2013-12-10,10:30 PM,"STAPLES Center, Los Angeles, California",39,80,0.488,5,19,0.263,25,32,0.7809999999999999,7,26,33,22,7,3,11,20,0.574,0.519,0.23800000000000002,0.4,17.5,72.2,43.4,56.4,7.4,4.8,10.5,113.5,119.8,2013-14,0,1
Toronto Raptors,San Antonio Spurs,103,116,0,2013-12-10,7:00 PM,"Air Canada Centre, Toronto, Canada",38,83,0.45799999999999996,10,23,0.435,17,19,0.895,11,27,38,23,6,3,17,18,0.564,0.518,0.27699999999999997,0.22899999999999998,28.2,77.1,51.4,60.5,6.4,5.1,15.7,109.9,123.8,2013-14,0,1
Atlanta Hawks,Oklahoma City Thunder,92,101,0,2013-12-10,7:30 PM,"Philips Arena, Atlanta, Georgia",31,87,0.35600000000000004,9,26,0.34600000000000003,21,27,0.778,12,33,45,24,10,5,15,22,0.465,0.408,0.299,0.31,21.4,76.7,45.5,77.4,9.9,7.4,13.2,91.4,100.4,2013-14,0,1
Detroit Pistons,Minnesota Timberwolves,94,121,0,2013-12-10,7:30 PM,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,83,0.47,8,28,0.28600000000000003,8,16,0.5,11,28,39,22,4,5,20,24,0.522,0.518,0.337,0.193,25.6,66.7,45.9,56.4,4.2,8.2,18.2,98.0,126.1,2013-14,0,1
Chicago Bulls,Milwaukee Bucks,74,78,0,2013-12-10,8:00 PM,"United Center, Chicago, Illinois",31,83,0.373,3,15,0.2,9,14,0.643,13,29,42,21,7,8,18,23,0.415,0.392,0.18100000000000002,0.16899999999999998,32.5,70.7,51.9,67.7,8.1,12.5,16.8,85.8,90.5,2013-14,0,1
Los Angeles Clippers,Boston Celtics,96,88,1,2013-12-11,7:30 PM,"TD Garden, Boston, Massachusetts",34,76,0.447,6,17,0.353,22,34,0.647,8,29,37,20,9,6,13,17,0.528,0.48700000000000004,0.22399999999999998,0.447,20.0,78.4,48.1,58.8,9.7,9.5,12.5,103.0,94.5,2013-14,0,0
San Antonio Spurs,Milwaukee Bucks,109,77,1,2013-12-11,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",46,88,0.523,4,17,0.235,13,17,0.765,17,35,52,25,8,2,15,21,0.5710000000000001,0.545,0.193,0.193,44.7,68.6,58.4,54.3,9.1,2.9,13.6,123.6,87.3,2013-14,0,0
Orlando Magic,Charlotte Bobcats,92,83,1,2013-12-11,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",38,90,0.42200000000000004,7,19,0.368,9,9,1.0,14,38,52,18,6,4,14,17,0.49,0.461,0.21100000000000002,0.1,30.4,80.9,55.9,47.4,6.6,6.0,13.0,101.7,91.7,2013-14,0,0
Oklahoma City Thunder,Memphis Grizzlies,116,100,1,2013-12-11,8:00 PM,"FedEx Forum, Memphis, Tennessee",40,71,0.563,9,18,0.5,27,33,0.818,8,34,42,22,8,5,21,27,0.6779999999999999,0.627,0.254,0.465,25.0,79.1,56.0,55.0,8.3,7.6,19.7,120.2,103.6,2013-14,0,0
Utah Jazz,Sacramento Kings,122,101,1,2013-12-11,10:00 PM,"Sleep Train Arena, Sacramento, California",48,89,0.539,13,23,0.565,13,15,0.867,12,27,39,35,7,8,6,27,0.638,0.612,0.258,0.16899999999999998,30.8,67.5,49.4,72.9,8.0,12.3,5.9,138.8,114.9,2013-14,0,0
Golden State Warriors,Dallas Mavericks,95,93,1,2013-12-11,10:30 PM,"Oracle Arena, Oakland, California",37,86,0.43,12,28,0.429,9,15,0.6,14,36,50,20,6,6,18,18,0.513,0.5,0.326,0.174,28.6,81.8,53.8,54.1,6.3,9.2,16.3,100.2,98.1,2013-14,0,1
New Orleans Pelicans,Detroit Pistons,111,106,1,2013-12-11,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",38,84,0.452,9,23,0.391,26,32,0.813,16,35,51,23,10,7,15,22,0.5660000000000001,0.506,0.27399999999999997,0.381,36.4,70.0,54.3,60.5,10.2,9.3,13.3,113.1,108.0,2013-14,0,1
New York Knicks,Chicago Bulls,83,78,1,2013-12-11,8:00 PM,"Madison Square Garden (IV), New York, New York",31,76,0.408,5,19,0.263,16,19,0.8420000000000001,10,29,39,17,16,7,13,21,0.49200000000000005,0.441,0.25,0.25,23.8,64.4,44.8,54.8,18.6,13.7,13.4,96.2,90.4,2013-14,0,1
Minnesota Timberwolves,Philadelphia 76ers,106,99,1,2013-12-11,8:00 PM,"Target Center, Minneapolis, Minnesota",37,96,0.385,7,20,0.35,25,29,0.862,17,28,45,23,9,2,13,15,0.48700000000000004,0.42200000000000004,0.20800000000000002,0.302,34.7,84.8,54.9,62.2,9.1,3.7,10.7,106.7,99.7,2013-14,0,1
Dallas Mavericks,Golden State Warriors,93,95,0,2013-12-11,10:30 PM,"Oracle Arena, Oakland, California",37,88,0.42,8,23,0.348,11,14,0.7859999999999999,8,35,43,24,9,4,11,15,0.494,0.466,0.261,0.159,18.2,71.4,46.2,64.9,9.5,6.9,10.5,98.1,100.2,2013-14,0,0
Detroit Pistons,New Orleans Pelicans,106,111,0,2013-12-11,8:00 PM,"Smoothie King Center, New Orleans, Louisiana",42,96,0.43799999999999994,5,21,0.23800000000000002,17,27,0.63,15,28,43,17,10,6,13,19,0.491,0.46399999999999997,0.21899999999999997,0.281,30.0,63.6,45.7,40.5,10.2,9.8,10.8,108.0,113.1,2013-14,0,0
Chicago Bulls,New York Knicks,78,83,0,2013-12-11,8:00 PM,"Madison Square Garden (IV), New York, New York",24,72,0.33299999999999996,6,21,0.28600000000000003,24,29,0.828,16,32,48,12,9,7,22,19,0.46,0.375,0.292,0.40299999999999997,35.6,76.2,55.2,50.0,10.4,12.3,20.6,90.4,96.2,2013-14,0,0
Philadelphia 76ers,Minnesota Timberwolves,99,106,0,2013-12-11,8:00 PM,"Target Center, Minneapolis, Minnesota",39,74,0.527,9,20,0.45,12,14,0.857,5,32,37,22,7,7,26,25,0.618,0.588,0.27,0.18899999999999997,15.2,65.3,45.1,56.4,7.0,9.2,24.5,99.7,106.7,2013-14,0,0
Boston Celtics,Los Angeles Clippers,88,96,0,2013-12-11,7:30 PM,"TD Garden, Boston, Massachusetts",33,80,0.413,6,17,0.353,16,19,0.8420000000000001,8,32,40,20,5,5,16,23,0.498,0.45,0.213,0.23800000000000002,21.6,80.0,51.9,60.6,5.4,8.5,15.3,94.5,103.0,2013-14,0,1
Milwaukee Bucks,San Antonio Spurs,77,109,0,2013-12-11,8:00 PM,"BMO Harris Bradley Center, Milwaukee, Wisconsin",29,84,0.345,2,15,0.133,17,23,0.7390000000000001,16,21,37,16,7,4,12,18,0.409,0.35700000000000004,0.179,0.27399999999999997,31.4,55.3,41.6,55.2,7.9,5.6,11.3,87.3,123.6,2013-14,0,1
Charlotte Bobcats,Orlando Magic,83,92,0,2013-12-11,7:00 PM,"Time Warner Cable Arena, Charlotte, North Carolina",31,84,0.369,4,17,0.235,17,18,0.9440000000000001,9,32,41,23,6,7,10,14,0.451,0.39299999999999996,0.20199999999999999,0.214,19.1,69.6,44.1,74.2,6.6,9.9,9.8,91.7,101.7,2013-14,0,1
Memphis Grizzlies,Oklahoma City Thunder,100,116,0,2013-12-11,8:00 PM,"FedEx Forum, Memphis, Tennessee",34,81,0.42,6,15,0.4,26,34,0.765,9,24,33,17,11,3,12,25,0.521,0.457,0.185,0.42,20.9,75.0,44.0,50.0,11.4,5.7,11.1,103.6,120.2,2013-14,0,1
Sacramento Kings,Utah Jazz,101,122,0,2013-12-11,10:00 PM,"Sleep Train Arena, Sacramento, California",35,78,0.449,4,13,0.308,27,33,0.818,13,27,40,13,2,4,12,20,0.546,0.474,0.16699999999999998,0.423,32.5,69.2,50.6,37.1,2.3,6.1,11.5,114.9,138.8,2013-14,0,1
Portland Trail Blazers,Houston Rockets,111,104,1,2013-12-12,10:30 PM,,39,89,0.43799999999999994,8,27,0.29600000000000004,25,30,0.833,15,37,52,22,4,7,14,20,0.5429999999999999,0.483,0.303,0.337,31.3,71.2,52.0,56.4,4.1,9.5,12.0,114.9,107.7,2013-14,0,0
Brooklyn Nets,Los Angeles Clippers,102,93,1,2013-12-12,8:00 PM,"Barclays Center, Brooklyn, New York",33,74,0.446,8,20,0.4,28,30,0.9329999999999999,5,37,42,18,5,0,13,31,0.585,0.5,0.27,0.405,12.8,80.4,49.4,54.5,5.3,0.0,13.0,108.0,98.4,2013-14,0,1
Houston Rockets,Portland Trail Blazers,104,111,0,2013-12-12,10:30 PM,,40,94,0.426,5,20,0.25,19,24,0.792,15,33,48,16,11,6,8,23,0.49700000000000005,0.452,0.213,0.255,28.8,68.8,48.0,40.0,11.4,9.7,7.1,107.7,114.9,2013-14,0,0
Los Angeles Clippers,Brooklyn Nets,93,102,0,2013-12-12,8:00 PM,"Barclays Center, Brooklyn, New York",26,70,0.371,6,24,0.25,35,52,0.6729999999999999,9,34,43,15,6,1,14,20,0.501,0.414,0.34299999999999997,0.743,19.6,87.2,50.6,57.7,6.4,1.9,13.1,98.4,108.0,2013-14,0,0
